domain,problem,config,rep,solved,cost,wall,search_time
woodworking-opt08-strips,p17.pddl,stock,2,1,290,8.823,7.88088
woodworking-opt08-strips,p17.pddl,policy,2,1,290,7.157,6.18538
woodworking-opt08-strips,p18.pddl,stock,2,1,455,87.163,86.0667
woodworking-opt08-strips,p18.pddl,policy,2,1,455,90.629,89.5057
woodworking-opt08-strips,p19.pddl,stock,2,1,415,276.221,274.688
woodworking-opt08-strips,p19.pddl,policy,2,1,415,395.331,393.636
woodworking-opt08-strips,p20.pddl,stock,2,1,490,930.453,928.47
woodworking-opt08-strips,p20.pddl,policy,2,1,490,677.971,676.225
woodworking-opt08-strips,p21.pddl,stock,2,1,95,0.467,0.00574823
woodworking-opt08-strips,p21.pddl,policy,2,1,95,0.467,0.00567711
woodworking-opt08-strips,p22.pddl,stock,2,1,185,0.518,0.0277904
woodworking-opt08-strips,p22.pddl,policy,2,1,185,0.517,0.0237979
woodworking-opt08-strips,p23.pddl,stock,2,1,195,0.618,0.0516251
woodworking-opt08-strips,p23.pddl,policy,2,1,195,0.568,0.0429991
woodworking-opt08-strips,p24.pddl,stock,2,1,245,0.869,0.24809
woodworking-opt08-strips,p24.pddl,policy,2,1,245,0.769,0.181999
woodworking-opt08-strips,p25.pddl,stock,2,1,380,5.749,4.98893
woodworking-opt08-strips,p25.pddl,policy,2,1,380,3.332,2.55887
woodworking-opt08-strips,p26.pddl,stock,2,1,240,3.234,2.41399
woodworking-opt08-strips,p26.pddl,policy,2,1,240,1.875,1.08899
woodworking-opt08-strips,p27.pddl,stock,2,1,350,5.598,4.7174
woodworking-opt08-strips,p27.pddl,policy,2,1,350,3.739,2.86423
woodworking-opt08-strips,p28.pddl,stock,2,1,555,623.313,622.061
woodworking-opt08-strips,p28.pddl,policy,2,1,555,12.591,11.6257
woodworking-opt08-strips,p29.pddl,stock,2,1,545,1316.173,1314.34
woodworking-opt08-strips,p29.pddl,policy,2,1,545,910.937,909.266
woodworking-opt08-strips,p30.pddl,stock,2,0,,1799.653,
woodworking-opt08-strips,p30.pddl,policy,2,0,,1799.594,
woodworking-opt11-strips,p01.pddl,stock,2,1,195,0.618,0.0519197
woodworking-opt11-strips,p01.pddl,policy,2,1,195,0.618,0.0449994
woodworking-opt11-strips,p02.pddl,stock,2,1,225,0.618,0.0487886
woodworking-opt11-strips,p02.pddl,policy,2,1,225,0.618,0.0380466
woodworking-opt11-strips,p03.pddl,stock,2,1,215,0.819,0.190997
woodworking-opt11-strips,p03.pddl,policy,2,1,215,0.819,0.177377
woodworking-opt11-strips,p04.pddl,stock,2,1,275,0.820,0.190276
woodworking-opt11-strips,p04.pddl,policy,2,1,275,0.769,0.129798
woodworking-opt11-strips,p05.pddl,stock,2,1,245,0.869,0.245405
woodworking-opt11-strips,p05.pddl,policy,2,1,245,0.820,0.185463
woodworking-opt11-strips,p06.pddl,stock,2,1,280,1.221,0.583999
woodworking-opt11-strips,p06.pddl,policy,2,1,280,1.070,0.428696
woodworking-opt11-strips,p07.pddl,stock,2,1,225,0.819,0.222
woodworking-opt11-strips,p07.pddl,policy,2,1,225,0.820,0.202746
woodworking-opt11-strips,p08.pddl,stock,2,1,380,5.852,5.07552
woodworking-opt11-strips,p08.pddl,policy,2,1,380,3.093,2.30091
woodworking-opt11-strips,p09.pddl,stock,2,1,270,2.430,1.59571
woodworking-opt11-strips,p09.pddl,policy,2,1,270,2.078,1.2516
woodworking-opt11-strips,p10.pddl,stock,2,1,270,2.931,2.15988
woodworking-opt11-strips,p10.pddl,policy,2,1,270,1.575,0.801799
woodworking-opt11-strips,p11.pddl,stock,2,1,240,3.184,2.36182
woodworking-opt11-strips,p11.pddl,policy,2,1,240,2.026,1.19997
woodworking-opt11-strips,p12.pddl,stock,2,1,315,2.028,1.23614
woodworking-opt11-strips,p12.pddl,policy,2,1,315,1.976,1.20718
woodworking-opt11-strips,p13.pddl,stock,2,1,430,8.018,7.20968
woodworking-opt11-strips,p13.pddl,policy,2,1,430,5.800,5.01034
woodworking-opt11-strips,p14.pddl,stock,2,1,350,5.297,4.47392
woodworking-opt11-strips,p14.pddl,policy,2,1,350,3.737,2.8801
woodworking-opt11-strips,p15.pddl,stock,2,1,290,8.670,7.7369
woodworking-opt11-strips,p15.pddl,policy,2,1,290,7.312,6.33407
woodworking-opt11-strips,p16.pddl,stock,2,1,400,89.431,88.3848
woodworking-opt11-strips,p16.pddl,policy,2,1,400,7.615,6.6652
woodworking-opt11-strips,p17.pddl,stock,2,1,555,507.828,506.63
woodworking-opt11-strips,p17.pddl,policy,2,1,555,12.839,11.8893
woodworking-opt11-strips,p18.pddl,stock,2,1,455,85.505,84.4044
woodworking-opt11-strips,p18.pddl,policy,2,1,455,44.389,43.3177
woodworking-opt11-strips,p19.pddl,stock,2,1,430,150.133,148.706
woodworking-opt11-strips,p19.pddl,policy,2,1,430,59.895,58.757
woodworking-opt11-strips,p20.pddl,stock,2,1,545,1233.954,1232.04
woodworking-opt11-strips,p20.pddl,policy,2,1,545,886.996,885.236
