domain,problem,config,solved,cost,wall,search_time,picked,tr_off,tr_on,probe_time
agricola-opt18-strips,p01.pddl,off,1,786,15.209,8.7385,,,,
agricola-opt18-strips,p01.pddl,on,1,786,16.817,10.4093,,,,
agricola-opt18-strips,p01.pddl,selector,1,786,15.528,8.73749,presolve,,,
agricola-opt18-strips,p02.pddl,off,1,878,27.292,16.7266,,,,
agricola-opt18-strips,p02.pddl,on,1,878,25.364,16.0454,,,,
agricola-opt18-strips,p02.pddl,selector,1,878,36.595,16.142,on,89047,29924,19.305
agricola-opt18-strips,p03.pddl,off,1,788,113.393,99.1015,,,,
agricola-opt18-strips,p03.pddl,on,1,788,63.092,47.34,,,,
agricola-opt18-strips,p03.pddl,selector,1,788,72.648,47.0554,on,243369,99886,24.386
agricola-opt18-strips,p04.pddl,off,1,946,35.543,27.6123,,,,
agricola-opt18-strips,p04.pddl,on,1,946,55.146,45.1971,,,,
agricola-opt18-strips,p04.pddl,selector,1,946,51.976,32.5642,on,89155,43728,18.142
agricola-opt18-strips,p05.pddl,off,1,979,59.014,46.1925,,,,
agricola-opt18-strips,p05.pddl,on,1,979,58.814,45.8964,,,,
agricola-opt18-strips,p05.pddl,selector,1,979,80.590,54.247,on,153783,47556,25.035
agricola-opt18-strips,p06.pddl,off,1,1038,227.682,209.088,,,,
agricola-opt18-strips,p06.pddl,on,1,1038,117.153,99.0133,,,,
agricola-opt18-strips,p06.pddl,selector,1,1038,129.973,99.2511,on,268623,54972,29.316
agricola-opt18-strips,p07.pddl,off,1,1048,105.182,94.6693,,,,
agricola-opt18-strips,p07.pddl,on,1,1048,516.459,504.918,,,,
agricola-opt18-strips,p07.pddl,selector,1,1048,110.312,87.5702,off,140040,306323,21.420
agricola-opt18-strips,p08.pddl,off,1,897,333.866,316.102,,,,
agricola-opt18-strips,p08.pddl,on,1,897,774.744,756.15,,,,
agricola-opt18-strips,p08.pddl,selector,1,897,428.275,397.673,off,89469,276748,27.851
agricola-opt18-strips,p09.pddl,off,1,923,579.340,552.071,,,,
agricola-opt18-strips,p09.pddl,on,0,,1800.122,,,,,
agricola-opt18-strips,p09.pddl,selector,1,923,622.780,584.91,off,351184,332385,35.048
agricola-opt18-strips,p10.pddl,off,1,1114,256.024,240.961,,,,
agricola-opt18-strips,p10.pddl,on,1,1114,550.070,534.838,,,,
agricola-opt18-strips,p10.pddl,selector,1,1114,244.454,219.629,off,178020,159023,22.775
agricola-opt18-strips,p11.pddl,off,1,1116,213.114,193.057,,,,
agricola-opt18-strips,p11.pddl,on,0,,1800.377,,,,,
agricola-opt18-strips,p11.pddl,selector,1,1116,227.104,194.663,off,85566,259526,30.072
agricola-opt18-strips,p12.pddl,off,1,1057,565.581,534.35,,,,
agricola-opt18-strips,p12.pddl,on,1,1057,781.530,752.857,,,,
agricola-opt18-strips,p12.pddl,selector,1,1057,812.498,771.242,on,455325,106766,37.468
agricola-opt18-strips,p13.pddl,off,1,1182,962.803,945.574,,,,
agricola-opt18-strips,p13.pddl,on,1,1182,727.189,711.24,,,,
agricola-opt18-strips,p13.pddl,selector,1,1182,957.674,927.12,off,242873,193299,26.449
agricola-opt18-strips,p14.pddl,off,1,974,1054.036,1028.87,,,,
agricola-opt18-strips,p14.pddl,on,1,974,390.038,356.602,,,,
agricola-opt18-strips,p14.pddl,selector,1,974,444.259,407.64,on,412012,211392,34.191
agricola-opt18-strips,p15.pddl,off,0,,1668.423,,,,,
agricola-opt18-strips,p15.pddl,on,0,,1800.174,,,,,
agricola-opt18-strips,p15.pddl,selector,0,,1800.376,,off,101291,457138,43.749
agricola-opt18-strips,p16.pddl,off,1,1309,1391.839,1370.28,,,,
agricola-opt18-strips,p16.pddl,on,1,1309,584.793,559.277,,,,
agricola-opt18-strips,p16.pddl,selector,1,1309,1308.345,1273.26,off,121355,193260,29.016
agricola-opt18-strips,p17.pddl,off,1,1100,1412.358,1382.73,,,,
agricola-opt18-strips,p17.pddl,on,1,1100,673.640,647.24,,,,
agricola-opt18-strips,p17.pddl,selector,0,,1799.739,,off,92682,211760,38.215
agricola-opt18-strips,p18.pddl,off,0,,1800.320,,,,,
agricola-opt18-strips,p18.pddl,on,0,,1800.250,,,,,
agricola-opt18-strips,p18.pddl,selector,0,,1795.792,,off,104194,233416,49.130
agricola-opt18-strips,p19.pddl,off,0,,1610.081,,,,,
agricola-opt18-strips,p19.pddl,on,1,1376,1508.009,1476.97,,,,
agricola-opt18-strips,p19.pddl,selector,0,,1612.693,,off,134258,127656,29.758
agricola-opt18-strips,p20.pddl,off,0,,1800.501,,,,,
agricola-opt18-strips,p20.pddl,on,0,,1799.452,,,,,
agricola-opt18-strips,p20.pddl,selector,0,,1800.515,,off,130817,212580,45.962
airport,p01-airport1-p1.pddl,off,1,8,0.568,0.00563778,,,,
airport,p01-airport1-p1.pddl,on,1,8,0.467,0.00599998,,,,
airport,p01-airport1-p1.pddl,selector,1,8,0.669,0.00550489,presolve,,,
airport,p02-airport1-p1.pddl,off,0,,0.367,0.000221483,,,,
airport,p02-airport1-p1.pddl,on,0,,0.367,0.000436208,,,,
airport,p02-airport1-p1.pddl,selector,0,,1.323,0.000152577,off,0,0,0.899
airport,p03-airport1-p2.pddl,off,0,,0.518,0.000531382,,,,
airport,p03-airport1-p2.pddl,on,0,,0.518,0.000548751,,,,
airport,p03-airport1-p2.pddl,selector,0,,1.373,0.000511836,off,0,0,0.949
airport,p04-airport2-p1.pddl,off,0,,0.467,0.000438131,,,,
airport,p04-airport2-p1.pddl,on,0,,0.468,0.00037196,,,,
airport,p04-airport2-p1.pddl,selector,0,,1.423,0.000610852,off,0,0,0.949
airport,p05-airport2-p1.pddl,off,0,,0.518,0.000592871,,,,
airport,p05-airport2-p1.pddl,on,0,,0.468,0.000529786,,,,
airport,p05-airport2-p1.pddl,selector,0,,1.373,0.000486892,off,0,0,0.949
airport,p06-airport2-p2.pddl,off,0,,0.468,0.000537051,,,,
airport,p06-airport2-p2.pddl,on,0,,0.467,0.000220209,,,,
airport,p06-airport2-p2.pddl,selector,0,,1.373,0.000490715,off,0,0,0.949
airport,p07-airport2-p2.pddl,off,0,,0.467,0.000395601,,,,
airport,p07-airport2-p2.pddl,on,0,,0.468,0.00053892,,,,
airport,p07-airport2-p2.pddl,selector,0,,1.373,0.000556771,off,0,0,0.949
airport,p08-airport2-p3.pddl,off,0,,0.467,0.000184677,,,,
airport,p08-airport2-p3.pddl,on,0,,0.468,0.000527219,,,,
airport,p08-airport2-p3.pddl,selector,0,,1.423,0.000195204,off,0,0,0.949
airport,p09-airport2-p4.pddl,off,0,,0.568,0.000560164,,,,
airport,p09-airport2-p4.pddl,on,0,,0.468,0.000526135,,,,
airport,p09-airport2-p4.pddl,selector,0,,1.322,0.000186907,off,0,0,0.898
airport,p10-airport3-p1.pddl,off,0,,0.468,0.000273653,,,,
airport,p10-airport3-p1.pddl,on,0,,0.468,0.000349773,,,,
airport,p10-airport3-p1.pddl,selector,0,,1.322,0.000293756,off,0,0,0.899
airport,p11-airport3-p1.pddl,off,0,,0.468,0.000580537,,,,
airport,p11-airport3-p1.pddl,on,0,,0.467,0.000513322,,,,
airport,p11-airport3-p1.pddl,selector,0,,1.323,0.000502259,off,0,0,0.899
airport,p12-airport3-p2.pddl,off,0,,0.467,0.000176286,,,,
airport,p12-airport3-p2.pddl,on,0,,0.468,0.000541007,,,,
airport,p12-airport3-p2.pddl,selector,0,,1.323,0.000521392,off,0,0,0.899
airport,p13-airport3-p2.pddl,off,0,,0.467,0.000177021,,,,
airport,p13-airport3-p2.pddl,on,0,,0.468,0.000466084,,,,
airport,p13-airport3-p2.pddl,selector,0,,1.322,0.000520821,off,0,0,0.899
airport,p14-airport3-p3.pddl,off,0,,0.467,0.000473103,,,,
airport,p14-airport3-p3.pddl,on,0,,0.417,0.000377159,,,,
airport,p14-airport3-p3.pddl,selector,0,,1.122,0.000461155,off,0,0,0.747
airport,p15-airport3-p3.pddl,off,0,,0.367,0.000396696,,,,
airport,p15-airport3-p3.pddl,on,0,,0.367,0.000160202,,,,
airport,p15-airport3-p3.pddl,selector,0,,1.122,0.000398244,off,0,0,0.747
airport,p16-airport3-p4.pddl,off,0,,0.367,0.000452779,,,,
airport,p16-airport3-p4.pddl,on,0,,0.367,0.000184524,,,,
airport,p16-airport3-p4.pddl,selector,0,,1.222,0.000547547,off,0,0,0.798
airport,p17-airport3-p5.pddl,off,0,,0.367,0.00046753,,,,
airport,p17-airport3-p5.pddl,on,0,,0.417,0.000352456,,,,
airport,p17-airport3-p5.pddl,selector,0,,1.322,0.000536921,off,0,0,0.899
airport,p18-airport3-p6.pddl,off,0,,0.467,0.000557795,,,,
airport,p18-airport3-p6.pddl,on,0,,0.518,0.000680838,,,,
airport,p18-airport3-p6.pddl,selector,0,,1.323,0.000471081,off,0,0,0.899
airport,p19-airport3-p6.pddl,off,0,,0.468,0.000298302,,,,
airport,p19-airport3-p6.pddl,on,0,,0.467,0.000573827,,,,
airport,p19-airport3-p6.pddl,selector,0,,1.323,0.000558972,off,0,0,0.899
airport,p20-airport3-p7.pddl,off,0,,0.468,0.000562678,,,,
airport,p20-airport3-p7.pddl,on,0,,0.468,0.000542653,,,,
airport,p20-airport3-p7.pddl,selector,0,,1.323,0.000527104,off,0,0,0.899
airport,p21-airport4halfMUC-p2.pddl,off,0,,0.518,0.000552403,,,,
airport,p21-airport4halfMUC-p2.pddl,on,0,,0.467,0.000550784,,,,
airport,p21-airport4halfMUC-p2.pddl,selector,0,,1.323,0.000555573,off,0,0,0.898
airport,p22-airport4halfMUC-p3.pddl,off,0,,0.468,0.000553992,,,,
airport,p22-airport4halfMUC-p3.pddl,on,0,,0.467,0.000345649,,,,
airport,p22-airport4halfMUC-p3.pddl,selector,0,,1.372,0.000527554,off,0,0,0.948
airport,p23-airport4halfMUC-p4.pddl,off,0,,0.467,0.000523289,,,,
airport,p23-airport4halfMUC-p4.pddl,on,0,,0.468,0.000566298,,,,
airport,p23-airport4halfMUC-p4.pddl,selector,0,,1.322,0.000405355,off,0,0,0.898
airport,p24-airport4halfMUC-p4.pddl,off,0,,0.467,0.000565606,,,,
airport,p24-airport4halfMUC-p4.pddl,on,0,,0.518,0.000573052,,,,
airport,p24-airport4halfMUC-p4.pddl,selector,0,,1.373,0.000536267,off,0,0,0.949
airport,p25-airport4halfMUC-p5.pddl,off,0,,0.467,0.000204432,,,,
airport,p25-airport4halfMUC-p5.pddl,on,0,,0.518,0.000535834,,,,
airport,p25-airport4halfMUC-p5.pddl,selector,0,,1.424,0.000523728,off,0,0,1.000
airport,p26-airport4halfMUC-p6.pddl,off,0,,0.518,0.000540333,,,,
airport,p26-airport4halfMUC-p6.pddl,on,0,,0.467,0.000523579,,,,
airport,p26-airport4halfMUC-p6.pddl,selector,0,,1.473,0.000535209,off,0,0,0.999
airport,p27-airport4halfMUC-p6.pddl,off,0,,0.518,0.000672745,,,,
airport,p27-airport4halfMUC-p6.pddl,on,0,,0.467,0.000312427,,,,
airport,p27-airport4halfMUC-p6.pddl,selector,0,,1.373,0.000510317,off,0,0,0.949
airport,p28-airport4halfMUC-p7.pddl,off,0,,0.517,0.000586063,,,,
airport,p28-airport4halfMUC-p7.pddl,on,0,,0.518,0.000193312,,,,
airport,p28-airport4halfMUC-p7.pddl,selector,0,,1.373,0.000307447,off,0,0,0.949
airport,p29-airport4halfMUC-p8.pddl,off,0,,0.518,0.000396162,,,,
airport,p29-airport4halfMUC-p8.pddl,on,0,,0.518,0.000177597,,,,
airport,p29-airport4halfMUC-p8.pddl,selector,0,,1.373,0.000565636,off,0,0,0.949
airport,p30-airport4halfMUC-p8.pddl,off,0,,0.518,0.000572745,,,,
airport,p30-airport4halfMUC-p8.pddl,on,0,,0.568,0.000547373,,,,
airport,p30-airport4halfMUC-p8.pddl,selector,0,,1.373,0.00017992,off,0,0,0.949
airport,p31-airport4halfMUC-p9.pddl,off,0,,0.518,0.000343996,,,,
airport,p31-airport4halfMUC-p9.pddl,on,0,,0.518,0.00033143,,,,
airport,p31-airport4halfMUC-p9.pddl,selector,0,,1.424,0.00054261,off,0,0,0.999
airport,p32-airport4halfMUC-p10.pddl,off,0,,0.518,0.000701343,,,,
airport,p32-airport4halfMUC-p10.pddl,on,0,,0.518,0.000509668,,,,
airport,p32-airport4halfMUC-p10.pddl,selector,0,,1.473,0.000549216,off,0,0,1.050
airport,p33-airport4halfMUC-p10.pddl,off,0,,0.568,0.000556515,,,,
airport,p33-airport4halfMUC-p10.pddl,on,0,,0.518,0.000508565,,,,
airport,p33-airport4halfMUC-p10.pddl,selector,0,,1.373,0.000521762,off,0,0,0.949
airport,p34-airport4halfMUC-p11.pddl,off,0,,0.517,0.000535089,,,,
airport,p34-airport4halfMUC-p11.pddl,on,0,,0.518,0.00031287,,,,
airport,p34-airport4halfMUC-p11.pddl,selector,0,,1.373,0.000545222,off,0,0,0.948
airport,p35-airport4halfMUC-p12.pddl,off,0,,0.568,0.000268936,,,,
airport,p35-airport4halfMUC-p12.pddl,on,0,,0.569,0.000524522,,,,
airport,p35-airport4halfMUC-p12.pddl,selector,0,,1.424,0.000502875,off,0,0,0.999
airport,p36-airport5MUC-p2.pddl,off,0,,0.467,0.000454599,,,,
airport,p36-airport5MUC-p2.pddl,on,0,,0.517,0.000562453,,,,
airport,p36-airport5MUC-p2.pddl,selector,0,,1.373,0.000531171,off,0,0,0.949
airport,p37-airport5MUC-p3.pddl,off,0,,0.518,0.000552838,,,,
airport,p37-airport5MUC-p3.pddl,on,0,,0.518,0.000292358,,,,
airport,p37-airport5MUC-p3.pddl,selector,0,,1.424,0.000539113,off,0,0,0.999
airport,p38-airport5MUC-p3.pddl,off,0,,0.568,0.000583834,,,,
airport,p38-airport5MUC-p3.pddl,on,0,,0.517,0.000538798,,,,
airport,p38-airport5MUC-p3.pddl,selector,0,,1.424,0.00037143,off,0,0,0.999
airport,p39-airport5MUC-p4.pddl,off,0,,0.518,0.000561375,,,,
airport,p39-airport5MUC-p4.pddl,on,0,,0.518,0.00049542,,,,
airport,p39-airport5MUC-p4.pddl,selector,0,,1.373,0.000547523,off,0,0,0.949
airport,p40-airport5MUC-p4.pddl,off,0,,0.517,0.000307631,,,,
airport,p40-airport5MUC-p4.pddl,on,0,,0.518,0.000229957,,,,
airport,p40-airport5MUC-p4.pddl,selector,0,,1.373,0.000549122,off,0,0,0.949
airport,p41-airport5MUC-p4.pddl,off,0,,0.518,0.000523118,,,,
airport,p41-airport5MUC-p4.pddl,on,0,,0.467,0.000610779,,,,
airport,p41-airport5MUC-p4.pddl,selector,0,,1.423,0.000528017,off,0,0,0.999
airport,p42-airport5MUC-p5.pddl,off,0,,0.518,0.000547099,,,,
airport,p42-airport5MUC-p5.pddl,on,0,,0.417,0.00042399,,,,
airport,p42-airport5MUC-p5.pddl,selector,0,,1.423,0.00046433,off,0,0,0.999
airport,p43-airport5MUC-p5.pddl,off,0,,0.417,0.00046781,,,,
airport,p43-airport5MUC-p5.pddl,on,0,,0.518,0.000248114,,,,
airport,p43-airport5MUC-p5.pddl,selector,0,,1.373,0.000292156,off,0,0,0.898
airport,p44-airport5MUC-p5.pddl,off,0,,0.417,0.000267964,,,,
airport,p44-airport5MUC-p5.pddl,on,0,,0.418,0.000399049,,,,
airport,p44-airport5MUC-p5.pddl,selector,0,,1.373,0.000318705,off,0,0,0.949
airport,p45-airport5MUC-p6.pddl,off,0,,0.468,0.000429672,,,,
airport,p45-airport5MUC-p6.pddl,on,0,,0.468,0.00018546,,,,
airport,p45-airport5MUC-p6.pddl,selector,0,,1.222,0.000411572,off,0,0,0.848
airport,p46-airport5MUC-p6.pddl,off,0,,0.418,0.000343824,,,,
airport,p46-airport5MUC-p6.pddl,on,0,,0.568,0.000282695,,,,
airport,p46-airport5MUC-p6.pddl,selector,0,,1.323,0.000318444,off,0,0,0.898
airport,p47-airport5MUC-p8.pddl,off,0,,0.468,0.0006322,,,,
airport,p47-airport5MUC-p8.pddl,on,0,,0.518,0.000438161,,,,
airport,p47-airport5MUC-p8.pddl,selector,0,,1.323,0.000390085,off,0,0,0.949
airport,p48-airport5MUC-p9.pddl,off,0,,0.417,0.000345907,,,,
airport,p48-airport5MUC-p9.pddl,on,0,,0.467,0.000449751,,,,
airport,p48-airport5MUC-p9.pddl,selector,0,,1.323,0.000455985,off,0,0,0.898
airport,p49-airport5MUC-p10.pddl,off,0,,0.568,0.000488082,,,,
airport,p49-airport5MUC-p10.pddl,on,0,,0.417,0.000226795,,,,
airport,p49-airport5MUC-p10.pddl,selector,0,,1.373,0.000493409,off,0,0,0.898
airport,p50-airport5MUC-p15.pddl,off,0,,0.518,0.000284035,,,,
airport,p50-airport5MUC-p15.pddl,on,0,,0.467,0.00041023,,,,
airport,p50-airport5MUC-p15.pddl,selector,0,,1.322,0.000538063,off,0,0,0.899
barman-opt11-strips,pfile01-001.pddl,off,1,90,10.781,9.82774,,,,
barman-opt11-strips,pfile01-001.pddl,on,1,90,7.607,6.7228,,,,
barman-opt11-strips,pfile01-001.pddl,selector,1,90,23.859,11.7943,off,8837,8452,11.211
barman-opt11-strips,pfile01-002.pddl,off,1,90,11.939,10.8967,,,,
barman-opt11-strips,pfile01-002.pddl,on,1,90,6.702,5.79735,,,,
barman-opt11-strips,pfile01-002.pddl,selector,1,90,7.963,6.93644,presolve,,,
barman-opt11-strips,pfile01-003.pddl,off,1,90,8.918,7.89017,,,,
barman-opt11-strips,pfile01-003.pddl,on,1,90,4.088,3.31308,,,,
barman-opt11-strips,pfile01-003.pddl,selector,1,90,8.162,6.92827,presolve,,,
barman-opt11-strips,pfile01-004.pddl,off,1,90,10.125,9.16244,,,,
barman-opt11-strips,pfile01-004.pddl,on,1,90,5.898,4.98349,,,,
barman-opt11-strips,pfile01-004.pddl,selector,1,90,8.012,7.07052,presolve,,,
barman-opt11-strips,pfile02-005.pddl,off,1,121,102.481,101.024,,,,
barman-opt11-strips,pfile02-005.pddl,on,1,121,128.407,126.856,,,,
barman-opt11-strips,pfile02-005.pddl,selector,1,121,112.794,100.493,off,25107,18695,11.110
barman-opt11-strips,pfile02-006.pddl,off,1,121,127.897,126.51,,,,
barman-opt11-strips,pfile02-006.pddl,on,1,121,81.473,80.2502,,,,
barman-opt11-strips,pfile02-006.pddl,selector,1,121,145.439,132.511,off,26350,19101,11.510
barman-opt11-strips,pfile02-007.pddl,off,1,121,103.135,101.877,,,,
barman-opt11-strips,pfile02-007.pddl,on,1,121,70.538,69.3637,,,,
barman-opt11-strips,pfile02-007.pddl,selector,1,121,98.104,85.2995,on,17236,11744,11.311
barman-opt11-strips,pfile02-008.pddl,off,1,121,95.796,94.5234,,,,
barman-opt11-strips,pfile02-008.pddl,on,1,121,70.189,69.0341,,,,
barman-opt11-strips,pfile02-008.pddl,selector,1,121,113.958,101.376,off,23341,19307,11.306
barman-opt11-strips,pfile03-009.pddl,off,1,152,1404.948,1400.44,,,,
barman-opt11-strips,pfile03-009.pddl,on,1,152,1649.947,1645.28,,,,
barman-opt11-strips,pfile03-009.pddl,selector,1,152,1733.260,1716.09,on,41549,24894,11.312
barman-opt11-strips,pfile03-010.pddl,off,0,,1799.458,,,,,
barman-opt11-strips,pfile03-010.pddl,on,1,152,1178.392,1174.17,,,,
barman-opt11-strips,pfile03-010.pddl,selector,1,152,1181.191,1165.92,on,47841,32304,11.263
barman-opt11-strips,pfile03-011.pddl,off,1,152,1179.525,1175.34,,,,
barman-opt11-strips,pfile03-011.pddl,on,1,152,1151.580,1147.89,,,,
barman-opt11-strips,pfile03-011.pddl,selector,1,152,990.252,975.522,on,35655,24372,11.311
barman-opt11-strips,pfile03-012.pddl,off,1,152,1488.971,1483.96,,,,
barman-opt11-strips,pfile03-012.pddl,on,1,152,1121.625,1118.05,,,,
barman-opt11-strips,pfile03-012.pddl,selector,1,152,1687.110,1671.22,off,46616,37224,11.312
barman-opt11-strips,pfile04-013.pddl,off,0,,1799.630,,,,,
barman-opt11-strips,pfile04-013.pddl,on,0,,1799.717,,,,,
barman-opt11-strips,pfile04-013.pddl,selector,0,,1800.120,,off,100831,98278,11.715
barman-opt11-strips,pfile04-014.pddl,off,0,,1799.752,,,,,
barman-opt11-strips,pfile04-014.pddl,on,0,,1799.735,,,,,
barman-opt11-strips,pfile04-014.pddl,selector,0,,1800.292,,off,110576,98298,11.712
barman-opt11-strips,pfile04-015.pddl,off,0,,1799.543,,,,,
barman-opt11-strips,pfile04-015.pddl,on,0,,1799.709,,,,,
barman-opt11-strips,pfile04-015.pddl,selector,0,,1800.144,,off,123680,97954,11.762
barman-opt11-strips,pfile04-016.pddl,off,0,,1799.897,,,,,
barman-opt11-strips,pfile04-016.pddl,on,0,,1799.806,,,,,
barman-opt11-strips,pfile04-016.pddl,selector,0,,1800.499,,off,132935,100433,11.915
barman-opt11-strips,pfile05-017.pddl,off,0,,1799.893,,,,,
barman-opt11-strips,pfile05-017.pddl,on,0,,1799.805,,,,,
barman-opt11-strips,pfile05-017.pddl,selector,0,,1799.571,,on,171709,57563,12.115
barman-opt11-strips,pfile05-018.pddl,off,0,,1799.694,,,,,
barman-opt11-strips,pfile05-018.pddl,on,0,,1799.881,,,,,
barman-opt11-strips,pfile05-018.pddl,selector,0,,1800.386,,on,246718,41598,11.912
barman-opt11-strips,pfile05-019.pddl,off,0,,1799.847,,,,,
barman-opt11-strips,pfile05-019.pddl,on,0,,1799.684,,,,,
barman-opt11-strips,pfile05-019.pddl,selector,0,,1800.402,,on,133905,47664,11.911
barman-opt11-strips,pfile05-020.pddl,off,0,,1799.843,,,,,
barman-opt11-strips,pfile05-020.pddl,on,0,,1799.686,,,,,
barman-opt11-strips,pfile05-020.pddl,selector,0,,1800.244,,on,250221,60166,12.768
barman-opt14-strips,p435-1.pddl,off,1,49,33.961,32.879,,,,
barman-opt14-strips,p435-1.pddl,on,1,49,31.108,29.9704,,,,
barman-opt14-strips,p435-1.pddl,selector,1,49,50.719,38.1109,off,18303,17306,11.459
barman-opt14-strips,p435-2.pddl,off,1,49,30.957,29.9193,,,,
barman-opt14-strips,p435-2.pddl,on,1,49,43.020,41.8141,,,,
barman-opt14-strips,p435-2.pddl,selector,1,49,41.656,29.6268,off,29065,22370,11.109
barman-opt14-strips,p435-3.pddl,off,1,49,57.376,56.01,,,,
barman-opt14-strips,p435-3.pddl,on,1,49,37.444,36.216,,,,
barman-opt14-strips,p435-3.pddl,selector,1,49,41.840,29.3662,on,31980,17231,11.407
barman-opt14-strips,p536-1.pddl,off,1,62,480.177,477.858,,,,
barman-opt14-strips,p536-1.pddl,on,1,62,451.687,448.912,,,,
barman-opt14-strips,p536-1.pddl,selector,1,62,419.331,405.322,on,48710,24699,11.707
barman-opt14-strips,p536-2.pddl,off,1,62,1111.898,1108.46,,,,
barman-opt14-strips,p536-2.pddl,on,1,62,509.087,506.492,,,,
barman-opt14-strips,p536-2.pddl,selector,1,62,500.365,486.205,on,58594,32773,11.703
barman-opt14-strips,p536-3.pddl,off,1,62,168.459,166.819,,,,
barman-opt14-strips,p536-3.pddl,on,1,62,272.871,270.352,,,,
barman-opt14-strips,p536-3.pddl,selector,1,62,228.501,215.629,on,58447,24708,11.259
barman-opt14-strips,p638-1.pddl,off,0,,1799.639,,,,,
barman-opt14-strips,p638-1.pddl,on,0,,1799.710,,,,,
barman-opt14-strips,p638-1.pddl,selector,0,,1800.180,,on,161474,99332,12.568
barman-opt14-strips,p638-2.pddl,off,0,,1799.726,,,,,
barman-opt14-strips,p638-2.pddl,on,0,,1799.686,,,,,
barman-opt14-strips,p638-2.pddl,selector,0,,1799.720,,on,160574,98733,12.163
barman-opt14-strips,p638-3.pddl,off,0,,1799.748,,,,,
barman-opt14-strips,p638-3.pddl,on,0,,1799.672,,,,,
barman-opt14-strips,p638-3.pddl,selector,0,,1800.161,,on,206725,100036,11.753
barman-opt14-strips,p739-1.pddl,off,0,,1799.782,,,,,
barman-opt14-strips,p739-1.pddl,on,0,,1799.686,,,,,
barman-opt14-strips,p739-1.pddl,selector,0,,1799.535,,on,304876,52261,12.014
barman-opt14-strips,p739-2.pddl,off,0,,1799.743,,,,,
barman-opt14-strips,p739-2.pddl,on,0,,1799.771,,,,,
barman-opt14-strips,p739-2.pddl,selector,0,,1799.516,,on,340083,57585,13.062
barman-opt14-strips,p739-3.pddl,off,0,,1799.836,,,,,
barman-opt14-strips,p739-3.pddl,on,0,,1799.839,,,,,
barman-opt14-strips,p739-3.pddl,selector,0,,1800.447,,on,363940,57035,12.922
barman-opt14-strips,p839-1.pddl,off,0,,1799.643,,,,,
barman-opt14-strips,p839-1.pddl,on,0,,1799.945,,,,,
barman-opt14-strips,p839-1.pddl,selector,0,,1800.203,,on,282979,58197,12.719
barman-opt14-strips,p839-2.pddl,off,0,,1799.912,,,,,
barman-opt14-strips,p839-2.pddl,on,0,,1799.792,,,,,
barman-opt14-strips,p839-2.pddl,selector,0,,1800.422,,on,287390,58581,12.919
blocks,probBLOCKS-10-0.pddl,off,1,34,1.826,1.17715,,,,
blocks,probBLOCKS-10-0.pddl,on,1,34,2.278,1.63513,,,,
blocks,probBLOCKS-10-0.pddl,selector,1,34,2.027,1.21097,presolve,,,
blocks,probBLOCKS-10-1.pddl,off,1,32,2.027,1.35698,,,,
blocks,probBLOCKS-10-1.pddl,on,1,32,1.927,1.25309,,,,
blocks,probBLOCKS-10-1.pddl,selector,1,32,1.423,0.661666,presolve,,,
blocks,probBLOCKS-10-2.pddl,off,1,34,1.474,0.853517,,,,
blocks,probBLOCKS-10-2.pddl,on,1,34,1.976,1.38651,,,,
blocks,probBLOCKS-10-2.pddl,selector,1,34,1.272,0.644501,presolve,,,
blocks,probBLOCKS-11-0.pddl,off,1,32,1.825,1.27396,,,,
blocks,probBLOCKS-11-0.pddl,on,1,32,3.687,3.09833,,,,
blocks,probBLOCKS-11-0.pddl,selector,1,32,2.027,1.23799,presolve,,,
blocks,probBLOCKS-11-1.pddl,off,1,30,3.133,2.42804,,,,
blocks,probBLOCKS-11-1.pddl,on,1,30,4.239,3.64057,,,,
blocks,probBLOCKS-11-1.pddl,selector,1,30,2.178,1.53995,presolve,,,
blocks,probBLOCKS-11-2.pddl,off,1,34,2.681,2.00033,,,,
blocks,probBLOCKS-11-2.pddl,on,1,34,2.881,2.31147,,,,
blocks,probBLOCKS-11-2.pddl,selector,1,34,2.076,1.36896,presolve,,,
blocks,probBLOCKS-12-0.pddl,off,1,34,4.340,3.61331,,,,
blocks,probBLOCKS-12-0.pddl,on,1,34,4.038,3.47394,,,,
blocks,probBLOCKS-12-0.pddl,selector,1,34,3.184,2.50068,presolve,,,
blocks,probBLOCKS-12-1.pddl,off,1,34,2.530,1.97538,,,,
blocks,probBLOCKS-12-1.pddl,on,1,34,3.385,2.7972,,,,
blocks,probBLOCKS-12-1.pddl,selector,1,34,3.788,3.03958,presolve,,,
blocks,probBLOCKS-13-0.pddl,off,1,42,52.230,51.1956,,,,
blocks,probBLOCKS-13-0.pddl,on,1,42,59.725,58.7266,,,,
blocks,probBLOCKS-13-0.pddl,selector,1,42,102.399,85.0014,on,651730,190313,16.239
blocks,probBLOCKS-13-1.pddl,off,1,44,40.107,39.4031,,,,
blocks,probBLOCKS-13-1.pddl,on,1,44,77.518,76.3483,,,,
blocks,probBLOCKS-13-1.pddl,selector,1,44,93.515,77.7089,on,650316,188555,14.733
blocks,probBLOCKS-14-0.pddl,off,1,38,22.801,22.1124,,,,
blocks,probBLOCKS-14-0.pddl,on,1,38,26.967,26.0689,,,,
blocks,probBLOCKS-14-0.pddl,selector,1,38,42.272,26.3469,on,923144,225946,15.134
blocks,probBLOCKS-14-1.pddl,off,1,36,58.115,57.0569,,,,
blocks,probBLOCKS-14-1.pddl,on,1,36,75.472,74.3503,,,,
