domain,problem,config,solved,cost,search_time,mutex_nodes,sas_vars,co_edges,tr_nodes,fw_expanded,bw_expanded,fw_closed_nodes,bw_closed_nodes,peak_bdd_nodes,final_bdd_nodes,fw_steps,bw_steps,fw_truncated,bw_truncated
openstacks-strips,p14.pddl,causal,1,95,144.833,133570,102,,85396,1.10766e+09,4.8357e+24,670044,1128715,25781994,6427032,52,43,0,0
openstacks-strips,p14.pddl,comb-w,1,95,237.107,166389,102,1268,143038,9.98632e+08,4.8357e+24,797479,1437154,33424510,9325428,49,46,0,0
openstacks-strips,p14.pddl,tr-select,1,95,98.7653,,,,,,,,,,,,,,
openstacks-strips,p14.pddl,symk,1,95,99.3354,,102,,,,,,,,,,,,
openstacks-strips,p15.pddl,causal,1,93,28.9899,56334,102,,95047,1.58792e+09,4.8357e+24,234611,331909,18566674,2167765,61,32,0,0
openstacks-strips,p15.pddl,comb-w,1,93,34.676,92547,102,1346,134629,1.44989e+09,4.8357e+24,429615,582410,18811954,2984088,59,34,0,0
openstacks-strips,p15.pddl,tr-select,1,93,73.5214,,,,,,,,,,,,,,
openstacks-strips,p15.pddl,symk,1,93,36.0598,,102,,,,,,,,,,,,
openstacks-strips,p16.pddl,causal,1,94,53.2164,69151,102,,59755,1.29321e+09,4.8357e+24,380097,544424,17241140,3619294,58,36,0,0
openstacks-strips,p16.pddl,comb-w,1,94,63.7521,89012,102,1366,110972,1.40681e+09,4.8357e+24,359050,540291,26351248,3431071,60,34,0,0
openstacks-strips,p16.pddl,tr-select,1,94,32.9608,,,,,,,,,,,,,,
openstacks-strips,p16.pddl,symk,1,94,33.2903,,102,,,,,,,,,,,,
openstacks-strips,p17.pddl,causal,1,112,16.0534,19408,132,,81409,2.01248e+11,5.1923e+33,206924,274227,8403906,1444480,75,37,0,0
openstacks-strips,p17.pddl,comb-w,1,112,276.378,65240,132,1842,132771,1.84334e+11,5.1923e+33,641112,778001,23772742,13274078,74,38,0,0
openstacks-strips,p17.pddl,tr-select,1,112,544.135,,,,,,,,,,,,,,
openstacks-strips,p17.pddl,symk,1,112,13.0139,,132,,,,,,,,,,,,
openstacks-strips,p18.pddl,causal,1,178,571.617,24077,232,,50349,1.00052e+21,1.02844e+62,1092348,786122,15793988,6542399,135,43,0,0
openstacks-strips,p18.pddl,comb-w,0,,,135020,232,3779,188891,,,,,,,,,,
openstacks-strips,p18.pddl,tr-select,1,178,506.877,,,,,,,,,,,,,,
openstacks-strips,p18.pddl,symk,1,178,383.084,,231,,,,,,,,,,,,
openstacks-strips,p19.pddl,causal,1,109,1044.98,31374,127,,88392,6.51433e+13,5.0706e+30,2452263,2382980,26984888,13768449,77,32,0,0
openstacks-strips,p19.pddl,comb-w,1,109,1332.38,97857,127,1231,41863,7.12599e+13,5.0706e+30,1982504,2123848,41397132,23671701,80,29,0,0
openstacks-strips,p19.pddl,tr-select,0,,,,,,,,,,,,,,,,
openstacks-strips,p19.pddl,symk,1,109,180.504,,127,,,,,,,,,,,,
openstacks-strips,p20.pddl,causal,0,,,189778,152,,89197,,,,,,,,,,
openstacks-strips,p20.pddl,comb-w,0,,,237925,152,1666,121018,,,,,,,,,,
openstacks-strips,p20.pddl,tr-select,0,,,,,,,,,,,,,,,,
openstacks-strips,p20.pddl,symk,0,,,,152,,,,,,,,,,,,
openstacks-strips,p21.pddl,causal,0,,,140351,152,,120194,,,,,,,,,,
openstacks-strips,p21.pddl,comb-w,0,,,213508,152,1658,113970,,,,,,,,,,
openstacks-strips,p21.pddl,tr-select,0,,,,,,,,,,,,,,,,
openstacks-strips,p21.pddl,symk,0,,,,152,,,,,,,,,,,,
openstacks-strips,p22.pddl,causal,0,,,211326,152,,142518,,,,,,,,,,
openstacks-strips,p22.pddl,comb-w,0,,,251956,152,1962,191724,,,,,,,,,,
openstacks-strips,p22.pddl,tr-select,0,,,,,,,,,,,,,,,,
openstacks-strips,p22.pddl,symk,0,,,,152,,,,,,,,,,,,
openstacks-strips,p23.pddl,causal,0,,,278723,152,,252246,,,,,,,,,,
openstacks-strips,p23.pddl,comb-w,0,,,351563,152,2270,150220,,,,,,,,,,
openstacks-strips,p23.pddl,tr-select,0,,,,,,,,,,,,,,,,
openstacks-strips,p23.pddl,symk,0,,,,152,,,,,,,,,,,,
openstacks-strips,p24.pddl,causal,0,,,176775,252,,301212,,,,,,,,,,
openstacks-strips,p24.pddl,comb-w,0,,,232140,252,12977,206675,,,,,,,,,,
openstacks-strips,p24.pddl,tr-select,0,,,,,,,,,,,,,,,,
openstacks-strips,p24.pddl,symk,0,,,,252,,,,,,,,,,,,
openstacks-strips,p25.pddl,causal,1,230,898.759,124280,252,,164421,6.23244e+18,6.42775e+60,1074356,2067033,23203488,11295989,153,77,0,0
openstacks-strips,p25.pddl,comb-w,0,,,118209,252,11507,303801,,,,,,,,,,
openstacks-strips,p25.pddl,tr-select,1,230,919.409,,,,,,,,,,,,,,
openstacks-strips,p25.pddl,symk,1,230,826.569,,252,,,,,,,,,,,,
openstacks-strips,p26.pddl,causal,0,,,216031,252,,178363,,,,,,,,,,
openstacks-strips,p26.pddl,comb-w,0,,,428140,252,4119,240405,,,,,,,,,,
openstacks-strips,p26.pddl,tr-select,0,,,,,,,,,,,,,,,,
openstacks-strips,p26.pddl,symk,0,,,,252,,,,,,,,,,,,
openstacks-strips,p27.pddl,causal,0,,,817895,377,,652035,,,,,,,,,,
openstacks-strips,p27.pddl,comb-w,0,,,755047,377,8660,885032,,,,,,,,,,
openstacks-strips,p27.pddl,tr-select,0,,,,,,,,,,,,,,,,
openstacks-strips,p27.pddl,symk,0,,,,377,,,,,,,,,,,,
openstacks-strips,p28.pddl,causal,0,,,455498,502,,1156776,,,,,,,,,,
openstacks-strips,p28.pddl,comb-w,0,,,4058083,502,53631,1255479,,,,,,,,,,
openstacks-strips,p28.pddl,tr-select,0,,,,,,,,,,,,,,,,
openstacks-strips,p28.pddl,symk,0,,,,502,,,,,,,,,,,,
openstacks-strips,p29.pddl,causal,0,,,426669,502,,1025923,,,,,,,,,,
openstacks-strips,p29.pddl,comb-w,0,,,434851,502,45907,1129571,,,,,,,,,,
openstacks-strips,p29.pddl,tr-select,0,,,,,,,,,,,,,,,,
openstacks-strips,p29.pddl,symk,0,,,,502,,,,,,,,,,,,
openstacks-strips,p30.pddl,causal,0,,,2106679,502,,1310676,,,,,,,,,,
openstacks-strips,p30.pddl,comb-w,0,,,3422587,502,15025,1343632,,,,,,,,,,
openstacks-strips,p30.pddl,tr-select,0,,,,,,,,,,,,,,,,
openstacks-strips,p30.pddl,symk,0,,,,502,,,,,,,,,,,,
organic-synthesis-opt18-strips,p01.pddl,causal,1,1,0.000714571,17,13,,19,1,8,10,7,1022,159,1,0,0,0
organic-synthesis-opt18-strips,p01.pddl,comb-w,1,1,0.000814505,17,13,72,19,1,8,10,7,1022,159,1,0,0,0
organic-synthesis-opt18-strips,p01.pddl,tr-select,1,1,0.000744543,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p01.pddl,symk,1,1,0.00125532,,11,,,,,,,,,,,,
organic-synthesis-opt18-strips,p02.pddl,causal,1,1,0.000777631,36,14,,19,1,8,10,7,1022,187,1,0,0,0
organic-synthesis-opt18-strips,p02.pddl,comb-w,1,1,0.000718131,36,14,72,19,1,8,10,7,1022,187,1,0,0,0
organic-synthesis-opt18-strips,p02.pddl,tr-select,1,1,0.00071599,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p02.pddl,symk,1,1,0.00131438,,12,,,,,,,,,,,,
organic-synthesis-opt18-strips,p03.pddl,causal,1,2,0.00110192,53,32,,47,2,64,19,7,2044,299,1,1,0,0
organic-synthesis-opt18-strips,p03.pddl,comb-w,1,2,0.00117624,53,32,85,47,2,64,19,7,2044,299,1,1,0,0
organic-synthesis-opt18-strips,p03.pddl,tr-select,1,2,0.00112601,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p03.pddl,symk,1,2,0.00189242,,22,,,,,,,,,,,,
organic-synthesis-opt18-strips,p04.pddl,causal,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p04.pddl,comb-w,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p04.pddl,tr-select,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p04.pddl,symk,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p05.pddl,causal,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p05.pddl,comb-w,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p05.pddl,tr-select,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p05.pddl,symk,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p06.pddl,causal,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p06.pddl,comb-w,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p06.pddl,tr-select,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p06.pddl,symk,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p07.pddl,causal,1,2,0.000754247,35,36,,47,3,64,19,5,1022,224,1,1,0,0
organic-synthesis-opt18-strips,p07.pddl,comb-w,1,2,0.000612629,35,36,40,47,3,64,19,5,1022,224,1,1,0,0
organic-synthesis-opt18-strips,p07.pddl,tr-select,1,2,0.000693313,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p07.pddl,symk,1,2,0.00108779,,14,,,,,,,,,,,,
organic-synthesis-opt18-strips,p08.pddl,causal,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p08.pddl,comb-w,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p08.pddl,tr-select,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p08.pddl,symk,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p09.pddl,causal,1,2,0.000678125,25,86,,27,2,32,10,3,1022,134,1,1,0,0
organic-synthesis-opt18-strips,p09.pddl,comb-w,1,2,0.000872193,25,86,30,27,2,32,10,3,1022,134,1,1,0,0
organic-synthesis-opt18-strips,p09.pddl,tr-select,1,2,0.000734159,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p09.pddl,symk,1,2,0.00139312,,65,,,,,,,,,,,,
organic-synthesis-opt18-strips,p10.pddl,causal,1,2,0.000793523,25,86,,27,2,32,10,3,1022,134,1,1,0,0
organic-synthesis-opt18-strips,p10.pddl,comb-w,1,2,0.000700742,25,86,30,27,2,32,10,3,1022,134,1,1,0,0
organic-synthesis-opt18-strips,p10.pddl,tr-select,1,2,0.000675639,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p10.pddl,symk,1,2,0.00124709,,65,,,,,,,,,,,,
organic-synthesis-opt18-strips,p11.pddl,causal,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p11.pddl,comb-w,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p11.pddl,tr-select,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p11.pddl,symk,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p12.pddl,causal,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p12.pddl,comb-w,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p12.pddl,tr-select,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p12.pddl,symk,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p13.pddl,causal,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p13.pddl,comb-w,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p13.pddl,tr-select,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p13.pddl,symk,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p14.pddl,causal,1,2,0.00242518,89,36,,87,3,64,35,13,3066,602,1,1,0,0
organic-synthesis-opt18-strips,p14.pddl,comb-w,1,2,0.00182199,98,36,144,87,3,64,35,13,3066,619,1,1,0,0
organic-synthesis-opt18-strips,p14.pddl,tr-select,1,2,0.00191929,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p14.pddl,symk,1,2,0.00251478,,34,,,,,,,,,,,,
organic-synthesis-opt18-strips,p15.pddl,causal,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p15.pddl,comb-w,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p15.pddl,tr-select,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p15.pddl,symk,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p16.pddl,causal,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p16.pddl,comb-w,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p16.pddl,tr-select,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p16.pddl,symk,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p17.pddl,causal,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p17.pddl,comb-w,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p17.pddl,tr-select,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p17.pddl,symk,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p18.pddl,causal,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p18.pddl,comb-w,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p18.pddl,tr-select,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p18.pddl,symk,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p19.pddl,causal,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p19.pddl,comb-w,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p19.pddl,tr-select,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p19.pddl,symk,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p20.pddl,causal,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p20.pddl,comb-w,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p20.pddl,tr-select,0,,,,,,,,,,,,,,,,
organic-synthesis-opt18-strips,p20.pddl,symk,0,,,,,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p01.pddl,causal,1,41,0.00529563,226,256,,318,6,1.04858e+06,61,71,10220,1623,5,5,0,0
organic-synthesis-split-opt18-strips,p01.pddl,comb-w,1,41,0.00490962,225,256,325,319,6,1.04858e+06,49,78,10220,1557,5,5,0,0
organic-synthesis-split-opt18-strips,p01.pddl,tr-select,1,41,0.0038768,,,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p01.pddl,symk,1,41,0.00449226,,201,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p02.pddl,causal,1,41,0.0159501,361,314,,580,20,5.36871e+08,133,115,21462,3258,7,8,0,0
organic-synthesis-split-opt18-strips,p02.pddl,comb-w,1,41,0.00762573,566,314,536,662,20,5.36871e+08,114,146,21462,3355,7,8,0,0
organic-synthesis-split-opt18-strips,p02.pddl,tr-select,1,41,0.00692424,,,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p02.pddl,symk,1,41,0.00611558,,241,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p03.pddl,causal,1,252,0.0623984,2586,1010,,2534,126,3.77789e+22,567,291,180894,15898,29,8,0,0
organic-synthesis-split-opt18-strips,p03.pddl,comb-w,1,252,0.0779857,5469,1010,2608,5424,85,3.77789e+22,683,828,289226,22030,18,19,0,0
organic-synthesis-split-opt18-strips,p03.pddl,tr-select,1,252,0.0504487,,,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p03.pddl,symk,1,252,0.0484416,,948,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p04.pddl,causal,1,252,0.016383,949,953,,1104,68,1.40737e+14,189,131,52122,5914,14,7,0,0
organic-synthesis-split-opt18-strips,p04.pddl,comb-w,1,252,0.0267438,984,953,1132,1038,103,1.40737e+14,258,85,53144,6031,19,2,0,0
organic-synthesis-split-opt18-strips,p04.pddl,tr-select,1,252,0.0251896,,,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p04.pddl,symk,1,252,0.0172019,,818,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p05.pddl,causal,1,252,0.0123007,564,1491,,853,32,3.51844e+13,220,78,37814,4737,22,1,0,0
organic-synthesis-split-opt18-strips,p05.pddl,comb-w,1,252,0.0137472,892,1491,914,954,21,3.51844e+13,144,228,43946,5118,12,11,0,0
organic-synthesis-split-opt18-strips,p05.pddl,tr-select,1,252,0.0167882,,,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p05.pddl,symk,1,252,0.013858,,1384,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p06.pddl,causal,1,252,0.0299874,1994,1311,,1554,56,5.76461e+17,276,254,101178,11436,16,16,0,0
organic-synthesis-split-opt18-strips,p06.pddl,comb-w,1,252,0.044763,5242,1311,2215,2467,56,5.76461e+17,658,505,141036,16127,17,15,0,0
organic-synthesis-split-opt18-strips,p06.pddl,tr-select,1,252,0.0300066,,,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p06.pddl,symk,1,252,0.0434734,,1226,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p07.pddl,causal,1,252,0.0113,387,257,,1191,24,1.34218e+08,205,235,17374,3358,8,10,0,0
organic-synthesis-split-opt18-strips,p07.pddl,comb-w,1,252,0.0107003,479,257,179,1447,12,1.34218e+08,118,261,19418,3680,5,13,0,0
organic-synthesis-split-opt18-strips,p07.pddl,tr-select,1,252,0.0112399,,,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p07.pddl,symk,1,252,0.00915759,,58,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p08.pddl,causal,0,,,1551364,2091,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p08.pddl,comb-w,0,,,9549217,2091,482584,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p08.pddl,tr-select,0,,,,,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p08.pddl,symk,0,,,,1909,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p09.pddl,causal,1,82,0.0374171,718,461,,2252,247,2.95148e+20,452,368,105266,10871,18,10,0,0
organic-synthesis-split-opt18-strips,p09.pddl,comb-w,1,82,0.0667144,953,461,1506,10355,343,2.95148e+20,778,774,283094,20375,21,7,0,0
organic-synthesis-split-opt18-strips,p09.pddl,tr-select,1,82,0.0329664,,,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p09.pddl,symk,1,82,0.0611511,,430,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p10.pddl,causal,1,82,0.0345623,715,473,,2628,247,2.95148e+20,442,348,126728,10789,18,10,0,0
organic-synthesis-split-opt18-strips,p10.pddl,comb-w,1,82,0.0842465,1136,473,1506,10114,55,2.95148e+20,703,1000,284116,20851,13,15,0,0
organic-synthesis-split-opt18-strips,p10.pddl,tr-select,1,82,0.0502491,,,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p10.pddl,symk,1,82,0.037817,,440,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p11.pddl,causal,1,82,2.38033,14657,1485,,119623,858990,7.66248e+53,19505,8620,7938896,278382,68,14,0,0
organic-synthesis-split-opt18-strips,p11.pddl,comb-w,1,82,2.43918,42423,1485,7340,255025,860142,7.66248e+53,52384,8235,6969018,441080,70,12,0,0
organic-synthesis-split-opt18-strips,p11.pddl,tr-select,1,82,5.06345,,,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p11.pddl,symk,1,82,2.62132,,1382,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p12.pddl,causal,1,82,1.1621,67045,1776,,45712,189475,1.49658e+51,9105,12612,3919370,223265,25,51,0,0
organic-synthesis-split-opt18-strips,p12.pddl,comb-w,1,82,3.3928,82565,1776,8140,104660,189475,1.49658e+51,10287,16322,5395138,291490,25,51,0,0
organic-synthesis-split-opt18-strips,p12.pddl,tr-select,1,82,1.11719,,,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p12.pddl,symk,1,82,1.24358,,1601,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p13.pddl,causal,0,,,,3172,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p13.pddl,comb-w,0,,,,3172,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p13.pddl,tr-select,0,,,,,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p13.pddl,symk,0,,,,2973,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p14.pddl,causal,1,82,0.0217703,908,507,,1108,61,1.1259e+15,317,250,66430,7803,28,16,0,0
organic-synthesis-split-opt18-strips,p14.pddl,comb-w,1,82,0.0234165,694,507,1354,1135,66,1.1259e+15,367,283,74606,7261,28,16,0,0
organic-synthesis-split-opt18-strips,p14.pddl,tr-select,1,82,0.0227398,,,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p14.pddl,symk,1,82,0.0187053,,390,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p15.pddl,causal,0,,,,3498,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p15.pddl,comb-w,0,,,,3498,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p15.pddl,tr-select,0,,,,,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p15.pddl,symk,0,,,,3406,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p16.pddl,causal,0,,,0,4877,,51926414,,,,,,,,,,
organic-synthesis-split-opt18-strips,p16.pddl,comb-w,0,,,0,4877,0,50942090,,,,,,,,,,
organic-synthesis-split-opt18-strips,p16.pddl,tr-select,0,,,,,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p16.pddl,symk,0,,,,4771,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p17.pddl,causal,0,,,0,5932,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p17.pddl,comb-w,0,,,0,5932,0,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p17.pddl,tr-select,0,,,,,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p17.pddl,symk,0,,,,5750,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p18.pddl,causal,0,,,,4322,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p18.pddl,comb-w,0,,,,4322,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p18.pddl,tr-select,0,,,,,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p18.pddl,symk,0,,,,4207,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p19.pddl,causal,1,504,4.39267,186371,2663,,223821,5814,1.3037e+92,13707,17518,7046690,708201,82,1,0,0
organic-synthesis-split-opt18-strips,p19.pddl,comb-w,0,,,3824945,2663,202828,2510026,,,,,,,,,,
organic-synthesis-split-opt18-strips,p19.pddl,tr-select,0,,,,,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p19.pddl,symk,1,504,9.22924,,2516,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p20.pddl,causal,0,,,,3085,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p20.pddl,comb-w,0,,,,3085,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p20.pddl,tr-select,0,,,,,,,,,,,,,,,,
organic-synthesis-split-opt18-strips,p20.pddl,symk,0,,,,2797,,,,,,,,,,,,
parcprinter-08-strips,p01.pddl,causal,1,169009,0.00438186,72,23,,296,4,262155,41,32,10220,1515,4,22,0,0
parcprinter-08-strips,p01.pddl,comb-w,1,169009,0.00415646,88,23,474,311,4,262155,47,36,10220,1396,4,22,0,0
parcprinter-08-strips,p01.pddl,tr-select,1,169009,0.00448259,,,,,,,,,,,,,,
parcprinter-08-strips,p01.pddl,symk,1,169009,0.00441784,,21,,,,,,,,,,,,
parcprinter-08-strips,p02.pddl,causal,1,438047,0.0146202,229,40,,581,54,4.19435e+06,92,83,23506,3865,78,68,0,0
parcprinter-08-strips,p02.pddl,comb-w,1,438047,0.0136171,169,40,694,631,54,4.19435e+06,104,109,19418,3229,78,68,0,0
parcprinter-08-strips,p02.pddl,tr-select,1,438047,0.0138911,,,,,,,,,,,,,,
parcprinter-08-strips,p02.pddl,symk,1,438047,0.0121664,,32,,,,,,,,,,,,
parcprinter-08-strips,p03.pddl,causal,1,807114,0.0184235,157,38,,780,113,524575,185,224,22484,4995,44,116,0,0
parcprinter-08-strips,p03.pddl,comb-w,1,807114,0.0207925,161,38,456,792,113,524575,206,242,23506,5163,44,116,0,0
parcprinter-08-strips,p03.pddl,tr-select,1,807114,0.0194822,,,,,,,,,,,,,,
parcprinter-08-strips,p03.pddl,symk,1,807114,0.016557,,25,,,,,,,,,,,,
parcprinter-08-strips,p04.pddl,causal,1,876094,0.402049,498,82,,1546,4090,2.14749e+09,446,727,239148,49079,794,1278,0,0
parcprinter-08-strips,p04.pddl,comb-w,1,876094,0.504363,628,82,1368,2075,5301,2.14749e+09,885,848,361788,76113,948,1118,0,0
parcprinter-08-strips,p04.pddl,tr-select,1,876094,0.429395,,,,,,,,,,,,,,
parcprinter-08-strips,p04.pddl,symk,1,876094,0.26738,,50,,,,,,,,,,,,
parcprinter-08-strips,p05.pddl,causal,1,1145132,1.87047,965,109,,3084,48335,3.43598e+10,949,1387,1174278,259749,2442,2058,0,0
parcprinter-08-strips,p05.pddl,comb-w,1,1145132,2.39399,1256,109,1638,2651,24177,3.43598e+10,1921,2104,1113980,235171,1450,3046,0,0
parcprinter-08-strips,p05.pddl,tr-select,1,1145132,1.98359,,,,,,,,,,,,,,
parcprinter-08-strips,p05.pddl,symk,1,1145132,2.13108,,59,,,,,,,,,,,,
parcprinter-08-strips,p06.pddl,causal,1,1514199,3.68633,1158,140,,2213,155547,2.74878e+11,2394,2907,801248,190334,2110,2454,0,0
parcprinter-08-strips,p06.pddl,comb-w,1,1514199,7.59252,1658,140,1746,3208,149917,2.74878e+11,2279,2814,2902480,597927,2052,2514,0,0
parcprinter-08-strips,p06.pddl,tr-select,1,1514199,3.50854,,,,,,,,,,,,,,
parcprinter-08-strips,p06.pddl,symk,1,1514199,9.12078,,68,,,,,,,,,,,,
parcprinter-08-strips,p07.pddl,causal,1,1383121,153.979,2372,175,,6158,1.35101e+07,7.03688e+13,13252,17494,10396806,4420657,9132,17670,0,0
parcprinter-08-strips,p07.pddl,comb-w,1,1383121,383.032,4995,175,2892,6982,1.33534e+07,7.03688e+13,10991,14581,17528322,9374038,8894,17886,0,0
parcprinter-08-strips,p07.pddl,tr-select,1,1383121,171.336,,,,,,,,,,,,,,
parcprinter-08-strips,p07.pddl,symk,1,1383121,139.362,,77,,,,,,,,,,,,
parcprinter-08-strips,p08.pddl,causal,1,1852217,530.777,2748,214,,5983,2.94312e+07,2.81475e+14,14987,14822,17940188,10943740,13726,17236,0,0
parcprinter-08-strips,p08.pddl,comb-w,1,1852217,1253.48,8144,214,2812,12230,2.85361e+07,2.81475e+14,35171,33845,31811794,25517319,13530,17404,0,0
parcprinter-08-strips,p08.pddl,tr-select,1,1852217,619.446,,,,,,,,,,,,,,
parcprinter-08-strips,p08.pddl,symk,1,1852217,127.274,,86,,,,,,,,,,,,
parcprinter-08-strips,p09.pddl,causal,0,,,7518,257,,9785,,,,,,,,,,
parcprinter-08-strips,p09.pddl,comb-w,1,2121255,1451.12,29381,257,3250,8652,1.76382e+08,4.5036e+15,39890,38875,29996722,22114649,19066,26894,0,0
parcprinter-08-strips,p09.pddl,tr-select,1,2121255,1605.32,,,,,,,,,,,,,,
