domain,problem,config,solved,cost,search_time,mutex_nodes,sas_vars,co_edges,tr_nodes,fw_expanded,bw_expanded,fw_closed_nodes,bw_closed_nodes,peak_bdd_nodes,final_bdd_nodes,fw_steps,bw_steps,fw_truncated,bw_truncated
agricola-opt18-strips,p01.pddl,causal,1,786,11.3485,3999,99,,130635,778408,8.87835e+28,171007,133980,11105052,1458203,75,89,0,0
agricola-opt18-strips,p01.pddl,comb-w,1,786,15.992,9444,99,1866,36551,1.07836e+06,8.87835e+28,366914,252890,14364210,2184338,78,82,0,0
agricola-opt18-strips,p01.pddl,tr-select,1,786,18.1703,,,,,,,,,,,,,,
agricola-opt18-strips,p01.pddl,symk,1,786,12.0431,,93,,,,,,,,,,,,
agricola-opt18-strips,p02.pddl,causal,1,878,88.4854,5167,100,,157353,7.12888e+06,1.01016e+30,777618,645911,13500620,6005619,65,122,0,0
agricola-opt18-strips,p02.pddl,comb-w,1,878,149.793,6219,100,2099,76782,1.15353e+07,1.01016e+30,1029726,1459554,20482924,9926694,75,113,0,0
agricola-opt18-strips,p02.pddl,tr-select,1,878,150.585,,,,,,,,,,,,,,
agricola-opt18-strips,p02.pddl,symk,1,878,17.5173,,94,,,,,,,,,,,,
agricola-opt18-strips,p03.pddl,causal,1,788,91.9156,6087,101,,243439,3.96877e+07,1.43862e+31,2692265,718116,16795548,6826657,155,32,0,0
agricola-opt18-strips,p03.pddl,comb-w,1,788,34.3374,4858,101,2100,36836,3.96877e+07,1.43862e+31,846761,500194,16910012,3447504,155,32,0,0
agricola-opt18-strips,p03.pddl,tr-select,1,788,31.9777,,,,,,,,,,,,,,
agricola-opt18-strips,p03.pddl,symk,1,788,160.893,,95,,,,,,,,,,,,
agricola-opt18-strips,p04.pddl,causal,1,946,47.0304,5783,109,,112495,9.012e+06,1.13643e+32,839265,369138,16276372,5361808,87,139,0,0
agricola-opt18-strips,p04.pddl,comb-w,1,946,50.1884,8839,109,2641,43853,4.08747e+07,1.13643e+32,1327925,949907,28892962,10035744,129,96,0,0
agricola-opt18-strips,p04.pddl,tr-select,1,946,36.1701,,,,,,,,,,,,,,
agricola-opt18-strips,p04.pddl,symk,1,946,37.0364,,103,,,,,,,,,,,,
agricola-opt18-strips,p05.pddl,causal,1,979,32.1669,5919,110,,76678,3.19487e+07,1.293e+33,490708,458770,14276318,3523454,175,84,0,0
agricola-opt18-strips,p05.pddl,comb-w,1,979,35.1773,11551,110,2632,41248,3.30595e+07,1.293e+33,779467,654902,28083538,5884674,184,70,0,0
agricola-opt18-strips,p05.pddl,tr-select,1,979,38.2364,,,,,,,,,,,,,,
agricola-opt18-strips,p05.pddl,symk,1,979,78.3777,,104,,,,,,,,,,,,
agricola-opt18-strips,p06.pddl,causal,1,1038,385.425,8527,111,,270660,1.47328e+08,1.84144e+34,3917051,1527462,35966224,26060803,164,94,0,0
agricola-opt18-strips,p06.pddl,comb-w,0,,,8462,111,2977,356488,,,,,,,,,,
agricola-opt18-strips,p06.pddl,tr-select,1,1038,161.898,,,,,,,,,,,,,,
agricola-opt18-strips,p06.pddl,symk,1,1038,355.691,,105,,,,,,,,,,,,
agricola-opt18-strips,p07.pddl,causal,1,1048,75.6698,9032,119,,134319,2.7341e+07,2.23431e+36,1695307,435385,13534346,7807662,159,139,0,0
agricola-opt18-strips,p07.pddl,comb-w,1,1048,55.9565,17784,119,3668,82159,5.24398e+07,2.23431e+36,2273168,656047,22786512,11276371,214,96,0,0
agricola-opt18-strips,p07.pddl,tr-select,1,1048,58.0517,,,,,,,,,,,,,,
agricola-opt18-strips,p07.pddl,symk,1,1048,129.111,,114,,,,,,,,,,,,
agricola-opt18-strips,p08.pddl,causal,1,897,553.531,7529,120,,87755,4.30873e+08,2.54215e+37,7759174,1971557,49770378,40349556,220,107,0,0
agricola-opt18-strips,p08.pddl,comb-w,1,897,554.304,19398,120,3819,117856,4.30873e+08,2.54215e+37,7688323,2612753,53700990,44973215,220,107,0,0
agricola-opt18-strips,p08.pddl,tr-select,1,897,581.765,,,,,,,,,,,,,,
agricola-opt18-strips,p08.pddl,symk,1,897,584.985,,115,,,,,,,,,,,,
agricola-opt18-strips,p09.pddl,causal,1,923,298.867,13851,121,,186832,8.61447e+08,3.62041e+38,2231329,2151459,32477116,22927313,227,81,0,0
agricola-opt18-strips,p09.pddl,comb-w,1,923,519.336,22221,121,4048,70841,8.61447e+08,3.62041e+38,3683704,3440567,51525152,39360544,227,81,0,0
agricola-opt18-strips,p09.pddl,tr-select,1,923,141.053,,,,,,,,,,,,,,
agricola-opt18-strips,p09.pddl,symk,1,923,1001.1,,116,,,,,,,,,,,,
agricola-opt18-strips,p10.pddl,causal,1,1114,204.316,8888,126,,102126,4.62134e+08,3.33657e+38,1430963,1102800,23801358,16799366,283,151,0,0
agricola-opt18-strips,p10.pddl,comb-w,1,1114,288.356,5710,126,4367,127386,4.6378e+08,3.33657e+38,2443658,896979,25970042,19507831,284,150,0,0
agricola-opt18-strips,p10.pddl,tr-select,1,1114,206.301,,,,,,,,,,,,,,
agricola-opt18-strips,p10.pddl,symk,1,1114,461.132,,121,,,,,,,,,,,,
agricola-opt18-strips,p11.pddl,causal,1,1116,413.773,5821,127,,84919,3.28074e+08,3.79628e+39,5739523,3513109,64209194,42862425,279,115,0,0
agricola-opt18-strips,p11.pddl,comb-w,1,1116,942.536,22026,127,4448,85140,4.18206e+08,3.79628e+39,8357508,2833990,77237650,67864792,295,99,0,0
agricola-opt18-strips,p11.pddl,tr-select,1,1116,670.247,,,,,,,,,,,,,,
agricola-opt18-strips,p11.pddl,symk,1,1116,393.888,,122,,,,,,,,,,,,
agricola-opt18-strips,p12.pddl,causal,1,1057,451.981,9599,128,,120394,1.23305e+09,5.40648e+40,9029688,2447782,57858486,42768019,307,56,0,0
agricola-opt18-strips,p12.pddl,comb-w,1,1057,923.162,21211,128,4699,136412,1.23305e+09,5.40648e+40,12345364,4744152,86241470,69948068,307,55,0,0
agricola-opt18-strips,p12.pddl,tr-select,1,1057,471.606,,,,,,,,,,,,,,
agricola-opt18-strips,p12.pddl,symk,1,1057,1181.76,,123,,,,,,,,,,,,
agricola-opt18-strips,p13.pddl,causal,1,1182,1305.74,7419,133,,106555,8.25298e+08,4.88093e+40,14219586,2636502,120234212,91703276,347,150,0,0
agricola-opt18-strips,p13.pddl,comb-w,0,,,28690,133,5068,245735,,,,,,,,,,
agricola-opt18-strips,p13.pddl,tr-select,1,1182,1227.54,,,,,,,,,,,,,,
agricola-opt18-strips,p13.pddl,symk,1,1182,1764.66,,128,,,,,,,,,,,,
agricola-opt18-strips,p14.pddl,causal,1,974,1041.44,8635,134,,79267,1.04092e+09,5.55341e+41,12455761,4639256,104517896,87110226,278,120,0,0
agricola-opt18-strips,p14.pddl,comb-w,1,974,1519.03,10300,134,5176,231256,2.03735e+09,5.55341e+41,6235767,6866618,71099518,58289781,298,100,0,0
agricola-opt18-strips,p14.pddl,tr-select,1,974,1117.66,,,,,,,,,,,,,,
agricola-opt18-strips,p14.pddl,symk,0,,,,129,,,,,,,,,,,,
agricola-opt18-strips,p15.pddl,causal,0,,,9216,135,,93872,,,,,,,,,,
agricola-opt18-strips,p15.pddl,comb-w,0,,,18902,135,5592,168836,,,,,,,,,,
agricola-opt18-strips,p15.pddl,tr-select,0,,,,,,,,,,,,,,,,
agricola-opt18-strips,p15.pddl,symk,0,,,,130,,,,,,,,,,,,
agricola-opt18-strips,p16.pddl,causal,0,,,7995,140,,268484,,,,,,,,,,
agricola-opt18-strips,p16.pddl,comb-w,0,,,10382,140,5895,232052,,,,,,,,,,
agricola-opt18-strips,p16.pddl,tr-select,0,,,,,,,,,,,,,,,,
agricola-opt18-strips,p16.pddl,symk,0,,,,135,,,,,,,,,,,,
agricola-opt18-strips,p17.pddl,causal,0,,,8433,141,,320680,,,,,,,,,,
agricola-opt18-strips,p17.pddl,comb-w,1,1100,942.545,8145,141,6021,210596,2.49198e+09,7.99691e+43,8707893,2117926,64149918,52361918,342,121,0,0
agricola-opt18-strips,p17.pddl,tr-select,1,1100,561.158,,,,,,,,,,,,,,
agricola-opt18-strips,p17.pddl,symk,0,,,,136,,,,,,,,,,,,
agricola-opt18-strips,p18.pddl,causal,0,,,12548,142,,139855,,,,,,,,,,
agricola-opt18-strips,p18.pddl,comb-w,0,,,24379,142,6180,213329,,,,,,,,,,
agricola-opt18-strips,p18.pddl,tr-select,0,,,,,,,,,,,,,,,,
agricola-opt18-strips,p18.pddl,symk,0,,,,137,,,,,,,,,,,,
agricola-opt18-strips,p19.pddl,causal,0,,,10191,147,,134929,,,,,,,,,,
agricola-opt18-strips,p19.pddl,comb-w,0,,,11190,147,6754,236610,,,,,,,,,,
agricola-opt18-strips,p19.pddl,tr-select,0,,,,,,,,,,,,,,,,
agricola-opt18-strips,p19.pddl,symk,0,,,,142,,,,,,,,,,,,
agricola-opt18-strips,p20.pddl,causal,0,,,11254,148,,123771,,,,,,,,,,
agricola-opt18-strips,p20.pddl,comb-w,0,,,11815,148,6996,266672,,,,,,,,,,
agricola-opt18-strips,p20.pddl,tr-select,0,,,,,,,,,,,,,,,,
agricola-opt18-strips,p20.pddl,symk,0,,,,143,,,,,,,,,,,,
airport,p01-airport1-p1.pddl,causal,1,8,0.00839135,275,57,,557,6,1.74483e+09,106,53,29638,2677,6,2,0,0
airport,p01-airport1-p1.pddl,comb-w,1,8,0.00931681,329,57,724,669,6,1.74483e+09,125,56,30660,2931,6,2,0,0
airport,p01-airport1-p1.pddl,tr-select,1,8,0.00838509,,,,,,,,,,,,,,
airport,p01-airport1-p1.pddl,symk,1,8,0.00956348,,29,,,,,,,,,,,,
airport,p02-airport1-p1.pddl,causal,1,9,0.00865202,353,59,,530,8,1.00663e+08,119,38,30660,2864,8,1,0,0
airport,p02-airport1-p1.pddl,comb-w,1,9,0.00966267,413,59,706,659,8,1.00663e+08,122,38,30660,3075,8,1,0,0
airport,p02-airport1-p1.pddl,tr-select,1,9,0.00880476,,,,,,,,,,,,,,
airport,p02-airport1-p1.pddl,symk,1,9,0.0119727,,29,,,,,,,,,,,,
airport,p03-airport1-p2.pddl,causal,1,17,0.0389475,12260,92,,2655,71,8.57619e+13,1097,536,115486,21710,12,5,0,0
airport,p03-airport1-p2.pddl,comb-w,1,17,0.0385317,25463,92,819,3333,52,8.57619e+13,1214,908,132860,36041,11,6,0,0
airport,p03-airport1-p2.pddl,tr-select,1,17,0.0354183,,,,,,,,,,,,,,
airport,p03-airport1-p2.pddl,symk,1,17,0.037135,,46,,,,,,,,,,,,
airport,p04-airport2-p1.pddl,causal,1,20,0.0159478,420,149,,871,18,1.09951e+13,278,73,59276,4880,18,2,0,0
airport,p04-airport2-p1.pddl,comb-w,1,20,0.020748,611,149,1558,1317,18,1.09951e+13,361,93,82782,5758,18,2,0,0
airport,p04-airport2-p1.pddl,tr-select,1,20,0.0168142,,,,,,,,,,,,,,
airport,p04-airport2-p1.pddl,symk,1,20,0.0154928,,75,,,,,,,,,,,,
airport,p05-airport2-p1.pddl,causal,1,21,0.0281612,914,151,,1021,5,6.59707e+12,141,300,93002,6583,3,18,0,0
airport,p05-airport2-p1.pddl,comb-w,1,21,0.0230726,932,151,1818,1100,5,6.59707e+12,141,318,98112,6704,3,18,0,0
airport,p05-airport2-p1.pddl,tr-select,1,21,0.0290649,,,,,,,,,,,,,,
airport,p05-airport2-p1.pddl,symk,1,21,0.0251556,,75,,,,,,,,,,,,
airport,p06-airport2-p2.pddl,causal,1,41,0.098488,2915,228,,3427,179,1.45071e+26,1102,1525,344414,25705,16,25,0,0
airport,p06-airport2-p2.pddl,comb-w,1,41,0.0944629,2743,228,3552,3421,179,1.45071e+26,1134,1586,344414,25393,16,25,0,0
airport,p06-airport2-p2.pddl,tr-select,1,41,0.109075,,,,,,,,,,,,,,
airport,p06-airport2-p2.pddl,symk,1,41,0.0921383,,114,,,,,,,,,,,,
airport,p07-airport2-p2.pddl,causal,1,41,0.0921783,3770,228,,3826,161,3.62678e+25,1000,1418,313754,26625,15,26,0,0
airport,p07-airport2-p2.pddl,comb-w,1,41,0.0966647,2867,228,3297,3689,161,3.62678e+25,1050,1475,339304,25506,15,26,0,0
airport,p07-airport2-p2.pddl,tr-select,1,41,0.12806,,,,,,,,,,,,,,
airport,p07-airport2-p2.pddl,symk,1,41,0.0835053,,114,,,,,,,,,,,,
airport,p08-airport2-p3.pddl,causal,1,62,0.697525,95431,307,,13577,3770,7.30167e+33,12853,14937,1269324,194877,27,35,0,0
airport,p08-airport2-p3.pddl,comb-w,1,62,0.643465,135185,307,4043,16602,4667,7.30167e+33,13775,18156,1192674,235379,31,31,0,0
airport,p08-airport2-p3.pddl,tr-select,1,62,0.665323,,,,,,,,,,,,,,
airport,p08-airport2-p3.pddl,symk,1,62,0.576007,,153,,,,,,,,,,,,
airport,p09-airport2-p4.pddl,causal,1,71,1.96974,144045,384,,22024,28847,4.3067e+39,33299,34416,2377172,398166,40,31,0,0
airport,p09-airport2-p4.pddl,comb-w,1,71,1.30772,205885,384,5080,25565,23409,4.3067e+39,24108,27259,2065462,406472,36,35,0,0
airport,p09-airport2-p4.pddl,tr-select,1,71,1.86348,,,,,,,,,,,,,,
airport,p09-airport2-p4.pddl,symk,1,71,1.46589,,192,,,,,,,,,,,,
airport,p10-airport3-p1.pddl,causal,1,18,0.0127908,364,165,,746,16,6.18475e+11,239,66,47012,4178,16,2,0,0
airport,p10-airport3-p1.pddl,comb-w,1,18,0.0204458,582,165,1258,1284,16,6.18475e+11,336,86,67452,5253,16,2,0,0
airport,p10-airport3-p1.pddl,tr-select,1,18,0.0127816,,,,,,,,,,,,,,
airport,p10-airport3-p1.pddl,symk,1,18,0.0127897,,83,,,,,,,,,,,,
airport,p11-airport3-p1.pddl,causal,1,21,0.0224809,915,167,,1020,5,6.59707e+12,142,298,94024,6598,3,18,0,0
airport,p11-airport3-p1.pddl,comb-w,1,21,0.0234696,933,167,1818,1099,5,6.59707e+12,142,316,98112,6719,3,18,0,0
airport,p11-airport3-p1.pddl,tr-select,1,21,0.0218087,,,,,,,,,,,,,,
airport,p11-airport3-p1.pddl,symk,1,21,0.022007,,83,,,,,,,,,,,,
airport,p12-airport3-p2.pddl,causal,1,39,0.0957811,3630,252,,2947,199,1.63205e+25,1106,1338,285138,23976,18,21,0,0
airport,p12-airport3-p2.pddl,comb-w,1,39,0.086255,3704,252,3242,3011,199,1.63205e+25,1154,1410,291270,24395,18,21,0,0
airport,p12-airport3-p2.pddl,tr-select,1,39,0.085091,,,,,,,,,,,,,,
airport,p12-airport3-p2.pddl,symk,1,39,0.0756041,,126,,,,,,,,,,,,
airport,p13-airport3-p2.pddl,causal,1,37,0.079524,1900,252,,3154,143,5.10016e+23,921,1246,271852,20961,14,23,0,0
airport,p13-airport3-p2.pddl,comb-w,1,37,0.0795897,1980,252,2752,3246,143,5.10016e+23,958,1201,275940,21109,14,23,0,0
airport,p13-airport3-p2.pddl,tr-select,1,37,0.085845,,,,,,,,,,,,,,
airport,p13-airport3-p2.pddl,symk,1,37,0.0776769,,126,,,,,,,,,,,,
airport,p14-airport3-p3.pddl,causal,1,60,0.660761,70325,339,,8636,3870,3.28575e+33,10437,14693,1451240,253841,27,33,0,0
airport,p14-airport3-p3.pddl,comb-w,1,60,0.538985,117149,339,3751,35004,5716,3.28575e+33,13919,23603,1179388,241882,34,26,0,0
airport,p14-airport3-p3.pddl,tr-select,1,60,0.71751,,,,,,,,,,,,,,
airport,p14-airport3-p3.pddl,symk,1,60,0.615259,,169,,,,,,,,,,,,
airport,p15-airport3-p3.pddl,causal,1,58,0.654369,52761,339,,9614,3599,4.10719e+32,10244,13196,1368458,222357,26,32,0,0
airport,p15-airport3-p3.pddl,comb-w,1,58,0.512356,83021,339,3520,26223,5004,4.10719e+32,12181,14760,1048572,179875,32,26,0,0
airport,p15-airport3-p3.pddl,tr-select,1,58,0.678887,,,,,,,,,,,,,,
airport,p15-airport3-p3.pddl,symk,1,58,0.466133,,169,,,,,,,,,,,,
airport,p16-airport3-p4.pddl,causal,1,79,4.01495,301805,426,,30222,64554,1.65377e+41,111661,131480,3781400,877820,37,42,0,0
airport,p16-airport3-p4.pddl,comb-w,1,79,11.2059,118778,426,5024,96749,96656,1.65377e+41,132929,138420,11329892,2266583,45,34,0,0
airport,p16-airport3-p4.pddl,tr-select,1,79,4.11446,,,,,,,,,,,,,,
airport,p16-airport3-p4.pddl,symk,1,79,6.95023,,212,,,,,,,,,,,,
airport,p17-airport3-p5.pddl,causal,1,88,7.94336,309662,525,,59940,207417,1.68594e+47,150394,183456,6316982,1243818,38,50,0,0
airport,p17-airport3-p5.pddl,comb-w,1,88,11.9375,261978,525,6746,59572,368465,1.68594e+47,184353,216522,7684418,1298622,48,40,0,0
airport,p17-airport3-p5.pddl,tr-select,1,88,11.8814,,,,,,,,,,,,,,
airport,p17-airport3-p5.pddl,symk,1,88,11.603,,255,,,,,,,,,,,,
airport,p18-airport3-p6.pddl,causal,1,107,179.971,585214,598,,87852,349893,5.43078e+56,1426542,1513288,26854072,18350726,27,80,0,0
airport,p18-airport3-p6.pddl,comb-w,1,107,565.577,388711,598,9138,80900,3.87779e+06,5.43078e+56,1700722,2016719,50342698,35741034,53,54,0,0
airport,p18-airport3-p6.pddl,tr-select,1,107,491.808,,,,,,,,,,,,,,
airport,p18-airport3-p6.pddl,symk,1,107,312.713,,298,,,,,,,,,,,,
airport,p19-airport3-p6.pddl,causal,1,90,9.31378,231961,539,,40869,285483,4.26174e+51,112746,121804,10109624,1952905,53,37,0,0
airport,p19-airport3-p6.pddl,comb-w,1,90,5.45521,289161,539,11550,62325,324302,4.26174e+51,105777,111423,5653704,896253,57,33,0,0
airport,p19-airport3-p6.pddl,tr-select,1,90,9.13424,,,,,,,,,,,,,,
airport,p19-airport3-p6.pddl,symk,1,90,5.12011,,271,,,,,,,,,,,,
airport,p20-airport3-p7.pddl,causal,1,115,830.983,656748,683,,119732,1.3129e+07,1.6016e+62,2423438,2311687,60288802,45716634,71,44,0,0
airport,p20-airport3-p7.pddl,comb-w,1,115,268.532,523586,683,10614,129494,1.2561e+07,1.6016e+62,2130120,2365647,33363190,9772849,69,46,0,0
airport,p20-airport3-p7.pddl,tr-select,1,115,1355.27,,,,,,,,,,,,,,
airport,p20-airport3-p7.pddl,symk,1,115,711.899,,341,,,,,,,,,,,,
airport,p21-airport4halfMUC-p2.pddl,causal,1,101,7.22465,342086,1242,,89753,4365,2.7683e+85,128217,26799,7126406,962494,94,7,0,0
airport,p21-airport4halfMUC-p2.pddl,comb-w,1,101,14.7594,2643678,1242,30746,128442,4713,2.7683e+85,179664,63037,15763328,3401469,100,1,0,0
airport,p21-airport4halfMUC-p2.pddl,tr-select,1,101,7.0141,,,,,,,,,,,,,,
airport,p21-airport4halfMUC-p2.pddl,symk,1,101,6.07676,,588,,,,,,,,,,,,
airport,p22-airport4halfMUC-p3.pddl,causal,1,148,63.9262,1480312,1665,,123357,137513,1.46417e+110,1147414,381457,22499330,8689605,112,36,0,0
airport,p22-airport4halfMUC-p3.pddl,comb-w,1,148,115.947,1195346,1665,40540,196121,204819,1.46417e+110,3174395,526585,30637516,15384466,136,12,0,0
airport,p22-airport4halfMUC-p3.pddl,tr-select,1,148,63.1147,,,,,,,,,,,,,,
airport,p22-airport4halfMUC-p3.pddl,symk,1,148,48.2363,,785,,,,,,,,,,,,
airport,p23-airport4halfMUC-p4.pddl,causal,0,,,2487163,2088,,239631,,,,,,,,,,
airport,p23-airport4halfMUC-p4.pddl,comb-w,0,,,2977466,2088,52558,222282,,,,,,,,,,
airport,p23-airport4halfMUC-p4.pddl,tr-select,0,,,,,,,,,,,,,,,,
airport,p23-airport4halfMUC-p4.pddl,symk,0,,,,982,,,,,,,,,,,,
airport,p24-airport4halfMUC-p4.pddl,causal,0,,,5919724,2104,,194965,,,,,,,,,,
airport,p24-airport4halfMUC-p4.pddl,comb-w,0,,,4302100,2104,54659,262296,,,,,,,,,,
airport,p24-airport4halfMUC-p4.pddl,tr-select,0,,,,,,,,,,,,,,,,
airport,p24-airport4halfMUC-p4.pddl,symk,0,,,,982,,,,,,,,,,,,
airport,p25-airport4halfMUC-p5.pddl,causal,0,,,7768982,2527,,392890,,,,,,,,,,
airport,p25-airport4halfMUC-p5.pddl,comb-w,0,,,5756754,2527,63733,455851,,,,,,,,,,
airport,p25-airport4halfMUC-p5.pddl,tr-select,0,,,,,,,,,,,,,,,,
airport,p25-airport4halfMUC-p5.pddl,symk,0,,,,1179,,,,,,,,,,,,
airport,p26-airport4halfMUC-p6.pddl,causal,0,,,8211466,2950,,699290,,,,,,,,,,
airport,p26-airport4halfMUC-p6.pddl,comb-w,0,,,4911685,2950,74753,345536,,,,,,,,,,
airport,p26-airport4halfMUC-p6.pddl,tr-select,0,,,,,,,,,,,,,,,,
airport,p26-airport4halfMUC-p6.pddl,symk,0,,,,1376,,,,,,,,,,,,
airport,p27-airport4halfMUC-p6.pddl,causal,0,,,9311982,2966,,673060,,,,,,,,,,
airport,p27-airport4halfMUC-p6.pddl,comb-w,0,,,7682833,2966,87507,371402,,,,,,,,,,
airport,p27-airport4halfMUC-p6.pddl,tr-select,0,,,,,,,,,,,,,,,,
airport,p27-airport4halfMUC-p6.pddl,symk,0,,,,1376,,,,,,,,,,,,
airport,p28-airport4halfMUC-p7.pddl,causal,0,,,15711174,3389,,1098097,,,,,,,,,,
airport,p28-airport4halfMUC-p7.pddl,comb-w,0,,,6074741,3389,99765,425944,,,,,,,,,,
airport,p28-airport4halfMUC-p7.pddl,tr-select,0,,,,,,,,,,,,,,,,
airport,p28-airport4halfMUC-p7.pddl,symk,0,,,,1573,,,,,,,,,,,,
airport,p29-airport4halfMUC-p8.pddl,causal,0,,,21640815,3812,,1511858,,,,,,,,,,
airport,p29-airport4halfMUC-p8.pddl,comb-w,0,,,13068116,3812,115215,410856,,,,,,,,,,
airport,p29-airport4halfMUC-p8.pddl,tr-select,0,,,,,,,,,,,,,,,,
airport,p29-airport4halfMUC-p8.pddl,symk,0,,,,1770,,,,,,,,,,,,
airport,p30-airport4halfMUC-p8.pddl,causal,0,,,17842746,3828,,1594991,,,,,,,,,,
airport,p30-airport4halfMUC-p8.pddl,comb-w,0,,,16282163,3828,115256,659330,,,,,,,,,,
airport,p30-airport4halfMUC-p8.pddl,tr-select,0,,,,,,,,,,,,,,,,
airport,p30-airport4halfMUC-p8.pddl,symk,0,,,,1770,,,,,,,,,,,,
airport,p31-airport4halfMUC-p9.pddl,causal,0,,,14836535,4251,,2690169,,,,,,,,,,
airport,p31-airport4halfMUC-p9.pddl,comb-w,0,,,8976828,4251,128118,552206,,,,,,,,,,
airport,p31-airport4halfMUC-p9.pddl,tr-select,0,,,,,,,,,,,,,,,,
airport,p31-airport4halfMUC-p9.pddl,symk,0,,,,1967,,,,,,,,,,,,
airport,p32-airport4halfMUC-p10.pddl,causal,0,,,17345488,4674,,2659962,,,,,,,,,,
airport,p32-airport4halfMUC-p10.pddl,comb-w,0,,,22890566,4674,156766,677895,,,,,,,,,,
airport,p32-airport4halfMUC-p10.pddl,tr-select,0,,,,,,,,,,,,,,,,
airport,p32-airport4halfMUC-p10.pddl,symk,0,,,,2164,,,,,,,,,,,,
airport,p33-airport4halfMUC-p10.pddl,causal,0,,,21061429,4682,,2712593,,,,,,,,,,
airport,p33-airport4halfMUC-p10.pddl,comb-w,0,,,20874448,4682,146831,761624,,,,,,,,,,
airport,p33-airport4halfMUC-p10.pddl,tr-select,0,,,,,,,,,,,,,,,,
airport,p33-airport4halfMUC-p10.pddl,symk,0,,,,2164,,,,,,,,,,,,
airport,p34-airport4halfMUC-p11.pddl,causal,0,,,31899149,5105,,3067517,,,,,,,,,,
airport,p34-airport4halfMUC-p11.pddl,comb-w,0,,,21037630,5105,172952,965128,,,,,,,,,,
airport,p34-airport4halfMUC-p11.pddl,tr-select,0,,,,,,,,,,,,,,,,
airport,p34-airport4halfMUC-p11.pddl,symk,0,,,,2361,,,,,,,,,,,,
airport,p35-airport4halfMUC-p12.pddl,causal,0,,,24939295,5528,,3134815,,,,,,,,,,
airport,p35-airport4halfMUC-p12.pddl,comb-w,0,,,27283875,5528,195906,918836,,,,,,,,,,
airport,p35-airport4halfMUC-p12.pddl,tr-select,0,,,,,,,,,,,,,,,,
airport,p35-airport4halfMUC-p12.pddl,symk,0,,,,2558,,,,,,,,,,,,
airport,p36-airport5MUC-p2.pddl,causal,1,109,64.3736,6161670,1656,,220582,23670,5.17976e+170,1553126,127866,20597388,9889479,105,4,0,0
airport,p36-airport5MUC-p2.pddl,comb-w,1,109,141.431,6335833,1656,107337,370072,25532,5.17976e+170,2442582,20,24220378,12154229,109,0,0,0
airport,p36-airport5MUC-p2.pddl,tr-select,1,109,68.2745,,,,,,,,,,,,,,
airport,p36-airport5MUC-p2.pddl,symk,1,109,79.4641,,765,,,,,,,,,,,,
airport,p37-airport5MUC-p3.pddl,causal,0,,,7917128,2237,,408427,,,,,,,,,,
airport,p37-airport5MUC-p3.pddl,comb-w,0,,,11875596,2237,164811,890834,,,,,,,,,,
airport,p37-airport5MUC-p3.pddl,tr-select,0,,,,,,,,,,,,,,,,
airport,p37-airport5MUC-p3.pddl,symk,0,,,,1021,,,,,,,,,,,,
airport,p38-airport5MUC-p3.pddl,causal,0,,,7839216,2233,,383558,,,,,,,,,,
airport,p38-airport5MUC-p3.pddl,comb-w,0,,,7523057,2233,162049,649858,,,,,,,,,,
airport,p38-airport5MUC-p3.pddl,tr-select,0,,,,,,,,,,,,,,,,
airport,p38-airport5MUC-p3.pddl,symk,0,,,,1021,,,,,,,,,,,,
airport,p39-airport5MUC-p4.pddl,causal,0,,,12361722,2814,,829173,,,,,,,,,,
airport,p39-airport5MUC-p4.pddl,comb-w,0,,,10427210,2814,222026,1117303,,,,,,,,,,
airport,p39-airport5MUC-p4.pddl,tr-select,0,,,,,,,,,,,,,,,,
airport,p39-airport5MUC-p4.pddl,symk,0,,,,1277,,,,,,,,,,,,
airport,p40-airport5MUC-p4.pddl,causal,0,,,9466650,2810,,737079,,,,,,,,,,
airport,p40-airport5MUC-p4.pddl,comb-w,0,,,9368525,2810,223339,921238,,,,,,,,,,
airport,p40-airport5MUC-p4.pddl,tr-select,0,,,,,,,,,,,,,,,,
airport,p40-airport5MUC-p4.pddl,symk,0,,,,1277,,,,,,,,,,,,
airport,p41-airport5MUC-p4.pddl,causal,0,,,12835556,2806,,910910,,,,,,,,,,
airport,p41-airport5MUC-p4.pddl,comb-w,0,,,12578419,2806,220184,942514,,,,,,,,,,
airport,p41-airport5MUC-p4.pddl,tr-select,0,,,,,,,,,,,,,,,,
airport,p41-airport5MUC-p4.pddl,symk,0,,,,1277,,,,,,,,,,,,
airport,p42-airport5MUC-p5.pddl,causal,0,,,20953706,3387,,1451759,,,,,,,,,,
airport,p42-airport5MUC-p5.pddl,comb-w,0,,,14932554,3387,282691,1175437,,,,,,,,,,
airport,p42-airport5MUC-p5.pddl,tr-select,0,,,,,,,,,,,,,,,,
airport,p42-airport5MUC-p5.pddl,symk,0,,,,1533,,,,,,,,,,,,
airport,p43-airport5MUC-p5.pddl,causal,0,,,17641186,3383,,1379835,,,,,,,,,,
airport,p43-airport5MUC-p5.pddl,comb-w,0,,,13393087,3383,283660,1179704,,,,,,,,,,
airport,p43-airport5MUC-p5.pddl,tr-select,0,,,,,,,,,,,,,,,,
airport,p43-airport5MUC-p5.pddl,symk,0,,,,1533,,,,,,,,,,,,
airport,p44-airport5MUC-p5.pddl,causal,0,,,22331119,3379,,1372610,,,,,,,,,,
airport,p44-airport5MUC-p5.pddl,comb-w,0,,,11255896,3379,273583,938553,,,,,,,,,,
