domain,problem,config,solved,cost,wall,search_time,picked,tr_off,tr_on,probe_time
trucks-strips,p02.pddl,off,1,17,1.020,0.0160985,,,,
trucks-strips,p02.pddl,on,1,17,1.123,0.0154278,,,,
trucks-strips,p02.pddl,selector,1,17,1.227,0.01453,presolve,,,
trucks-strips,p03.pddl,off,1,20,1.681,0.0823657,,,,
trucks-strips,p03.pddl,on,1,20,1.829,0.0608203,,,,
trucks-strips,p03.pddl,selector,1,20,1.777,0.0779234,presolve,,,
trucks-strips,p04.pddl,off,1,23,2.531,0.170964,,,,
trucks-strips,p04.pddl,on,1,23,2.380,0.181613,,,,
trucks-strips,p04.pddl,selector,1,23,2.388,0.185562,presolve,,,
trucks-strips,p05.pddl,off,1,25,4.038,0.590433,,,,
trucks-strips,p05.pddl,on,1,25,3.635,0.43837,,,,
trucks-strips,p05.pddl,selector,1,25,4.140,0.597219,presolve,,,
trucks-strips,p06.pddl,off,1,30,5.750,1.21697,,,,
trucks-strips,p06.pddl,on,1,30,6.157,1.86551,,,,
trucks-strips,p06.pddl,selector,1,30,6.206,1.2548,presolve,,,
trucks-strips,p07.pddl,off,1,23,3.794,0.182746,,,,
trucks-strips,p07.pddl,on,1,23,3.994,0.226049,,,,
trucks-strips,p07.pddl,selector,1,23,3.991,0.183285,presolve,,,
trucks-strips,p08.pddl,off,1,25,9.836,1.27386,,,,
trucks-strips,p08.pddl,on,1,25,9.428,1.79782,,,,
trucks-strips,p08.pddl,selector,1,25,9.474,1.23624,presolve,,,
trucks-strips,p09.pddl,off,1,28,14.717,5.36147,,,,
trucks-strips,p09.pddl,on,1,28,15.315,5.02328,,,,
trucks-strips,p09.pddl,selector,1,28,16.778,5.48243,presolve,,,
trucks-strips,p10.pddl,off,1,34,41.776,26.2026,,,,
trucks-strips,p10.pddl,on,1,34,27.741,17.6148,,,,
trucks-strips,p10.pddl,selector,1,34,51.111,28.3314,off,10072,7188,22.076
trucks-strips,p11.pddl,off,1,35,532.985,511.14,,,,
trucks-strips,p11.pddl,on,1,35,304.859,279.142,,,,
trucks-strips,p11.pddl,selector,1,35,292.766,262.156,off,11472,10050,29.445
trucks-strips,p12.pddl,off,0,,1799.987,,,,,
trucks-strips,p12.pddl,on,0,,1800.706,,,,,
trucks-strips,p12.pddl,selector,0,,1799.635,,off,15141,11999,37.180
trucks-strips,p13.pddl,off,1,32,179.735,141.25,,,,
trucks-strips,p13.pddl,on,1,32,235.485,209.81,,,,
trucks-strips,p13.pddl,selector,1,32,179.192,132.14,off,16361,12858,45.890
trucks-strips,p14.pddl,off,0,,1799.885,,,,,
trucks-strips,p14.pddl,on,0,,1799.578,,,,,
trucks-strips,p14.pddl,selector,0,,1800.159,,off,24965,36257,54.521
trucks-strips,p15.pddl,off,0,,1800.438,,,,,
trucks-strips,p15.pddl,on,0,,1800.128,,,,,
trucks-strips,p15.pddl,selector,0,,1799.932,,on,27223,18850,66.517
trucks-strips,p16.pddl,off,0,,1799.726,,,,,
trucks-strips,p16.pddl,on,0,,1799.783,,,,,
trucks-strips,p16.pddl,selector,0,,1799.941,,off,20907,18883,76.610
trucks-strips,p17.pddl,off,0,,1799.586,,,,,
trucks-strips,p17.pddl,on,0,,1800.406,,,,,
trucks-strips,p17.pddl,selector,0,,1799.940,,off,42905,71305,77.484
trucks-strips,p18.pddl,off,0,,1800.372,,,,,
trucks-strips,p18.pddl,on,0,,1800.470,,,,,
trucks-strips,p18.pddl,selector,0,,1799.920,,off,43379,34359,83.582
trucks-strips,p19.pddl,off,0,,1799.593,,,,,
trucks-strips,p19.pddl,on,0,,1799.953,,,,,
trucks-strips,p19.pddl,selector,0,,1800.529,,off,37467,30292,68.736
trucks-strips,p20.pddl,off,0,,1799.618,,,,,
trucks-strips,p20.pddl,on,0,,1800.241,,,,,
trucks-strips,p20.pddl,selector,0,,1799.711,,off,44173,115640,62.270
trucks-strips,p21.pddl,off,0,,1800.157,,,,,
trucks-strips,p21.pddl,on,0,,1800.164,,,,,
trucks-strips,p21.pddl,selector,0,,1800.438,,on,94123,46516,97.906
trucks-strips,p22.pddl,off,0,,1800.397,,,,,
trucks-strips,p22.pddl,on,0,,1800.463,,,,,
trucks-strips,p22.pddl,selector,0,,1800.508,,off,107949,174633,86.988
trucks-strips,p23.pddl,off,0,,1800.020,,,,,
trucks-strips,p23.pddl,on,0,,1799.388,,,,,
trucks-strips,p23.pddl,selector,0,,1800.396,,off,75872,288819,68.935
trucks-strips,p24.pddl,off,0,,1799.418,,,,,
trucks-strips,p24.pddl,on,0,,1800.315,,,,,
trucks-strips,p24.pddl,selector,0,,1800.417,,on,260538,120181,66.709
trucks-strips,p25.pddl,off,0,,1799.659,,,,,
trucks-strips,p25.pddl,on,0,,1800.458,,,,,
trucks-strips,p25.pddl,selector,0,,1799.641,,off,235463,293788,73.048
trucks-strips,p26.pddl,off,0,,1799.639,,,,,
trucks-strips,p26.pddl,on,0,,1800.440,,,,,
trucks-strips,p26.pddl,selector,0,,1799.940,,off,324734,392123,82.424
trucks-strips,p27.pddl,off,0,,1800.190,,,,,
trucks-strips,p27.pddl,on,0,,1800.017,,,,,
trucks-strips,p27.pddl,selector,0,,1800.259,,on,554948,340396,89.720
trucks-strips,p28.pddl,off,0,,1799.590,,,,,
trucks-strips,p28.pddl,on,0,,1800.342,,,,,
trucks-strips,p28.pddl,selector,0,,1800.396,,on,567034,340220,97.876
trucks-strips,p29.pddl,off,0,,1800.220,,,,,
trucks-strips,p29.pddl,on,0,,1799.557,,,,,
trucks-strips,p29.pddl,selector,0,,1800.261,,off,516097,465853,114.779
trucks-strips,p30.pddl,off,0,,1799.440,,,,,
trucks-strips,p30.pddl,on,0,,1800.284,,,,,
trucks-strips,p30.pddl,selector,0,,1799.654,,off,452466,545471,140.156
